id,d,m,y,pcp,max,min
1,1/1/1991,1,1991,0,32,21
2,1/2/1991,1,1991,30.8,31,24
3,1/3/1991,1,1991,6.3,28.2,23
4,1/4/1991,1,1991,0,30,22
5,1/5/1991,1,1991,0,31.5,19.5
6,1/6/1991,1,1991,0.9,29.5,22.2
7,1/7/1991,1,1991,1.9,28,22.8
8,1/8/1991,1,1991,0,31.8,21.5
9,1/9/1991,1,1991,2.2,26.5,21.5
10,1/10/1991,1,1991,0,29,20.5
11,1/11/1991,1,1991,0,31,20.5
12,1/12/1991,1,1991,0,31,21.5
13,1/13/1991,1,1991,0.1,29,21.8
14,1/14/1991,1,1991,0,28,22
15,1/15/1991,1,1991,0,30.5,20
16,1/16/1991,1,1991,2,28,21.5
17,1/17/1991,1,1991,0,29,21.5
18,1/18/1991,1,1991,0,29,20.5
19,1/19/1991,1,1991,0,31,18.5
20,1/20/1991,1,1991,0,32.5,19
21,1/21/1991,1,1991,0,33.4,19.5
22,1/22/1991,1,1991,0,31.5,19.5
23,1/23/1991,1,1991,0,31,18.5
24,1/24/1991,1,1991,2.8,28.8,21.5
25,1/25/1991,1,1991,0,30,21.5
26,1/26/1991,1,1991,0,31,22
27,1/27/1991,1,1991,0,31,19.2
28,1/28/1991,1,1991,0,31,21.5
29,1/29/1991,1,1991,0,31.2,20.5
30,1/30/1991,1,1991,18.7,29,23
31,1/31/1991,1,1991,10.6,26,21.8
32,2/1/1991,2,1991,2.2,26.5,21.8
33,2/2/1991,2,1991,2,28.5,22
34,2/3/1991,2,1991,5.1,31,22
35,2/4/1991,2,1991,4.7,30,23.2
36,2/5/1991,2,1991,3.3,27.5,22.3
37,2/6/1991,2,1991,2.1,29,22
38,2/7/1991,2,1991,0.6,31.5,23.5
39,2/8/1991,2,1991,0,32,22
40,2/9/1991,2,1991,0,32.5,20.5
41,2/10/1991,2,1991,0,32.5,22
42,2/11/1991,2,1991,0,33,20.5
43,2/12/1991,2,1991,0,29.5,21.2
44,2/13/1991,2,1991,0,33,23
45,2/14/1991,2,1991,0,32.5,21.2
46,2/15/1991,2,1991,0,34.2,23
47,2/16/1991,2,1991,0,32.2,23
48,2/17/1991,2,1991,0,31.5,20.6
49,2/18/1991,2,1991,0,31.5,22
50,2/19/1991,2,1991,0,32.2,21.5
51,2/20/1991,2,1991,0,31,21.8
52,2/21/1991,2,1991,0,27,21.8
53,2/22/1991,2,1991,8.3,24.4,21
54,2/23/1991,2,1991,0,24.8,20
55,2/24/1991,2,1991,2.4,27.8,20
56,2/25/1991,2,1991,0.4,25.5,20.5
57,2/26/1991,2,1991,0,27.8,20.5
58,2/27/1991,2,1991,0,30.5,20.2
59,2/28/1991,2,1991,0,32.8,19
60,3/1/1991,3,1991,0,33.4,19
61,3/2/1991,3,1991,0,32.4,18.2
62,3/3/1991,3,1991,0,32.8,18
63,3/4/1991,3,1991,0,32,17.2
64,3/5/1991,3,1991,0,33,21
65,3/6/1991,3,1991,0,33.8,20
66,3/7/1991,3,1991,0,33,17.5
67,3/8/1991,3,1991,0,34.5,22.5
68,3/9/1991,3,1991,0,34.2,17
69,3/10/1991,3,1991,0,33.2,18.2
70,3/11/1991,3,1991,0,34,18
71,3/12/1991,3,1991,0,34,18.5
72,3/13/1991,3,1991,0,31.2,19.2
73,3/14/1991,3,1991,0.3,30.5,23.5
74,3/15/1991,3,1991,0,31,22.2
75,3/16/1991,3,1991,0,34.5,20
76,3/17/1991,3,1991,0.8,31.5,22.8
77,3/18/1991,3,1991,0,35,23
78,3/19/1991,3,1991,0,36.2,21
79,3/20/1991,3,1991,0,36.5,23
80,3/21/1991,3,1991,0,34.8,20.5
81,3/22/1991,3,1991,0,36,22.2
82,3/23/1991,3,1991,0,36,23.5
83,3/24/1991,3,1991,0,36,21.8
84,3/25/1991,3,1991,0,36.5,22.8
85,3/26/1991,3,1991,0,35.5,22.5
86,3/27/1991,3,1991,0,35.5,20.5
87,3/28/1991,3,1991,0,35.5,20.2
88,3/29/1991,3,1991,0,34.5,21
89,3/30/1991,3,1991,0,34.5,22
90,3/31/1991,3,1991,0,37,19
91,4/1/1991,4,1991,0,32,24.5
92,4/2/1991,4,1991,70.6,27,23.5
93,4/3/1991,4,1991,35,28.5,22
94,4/4/1991,4,1991,4.4,30.5,23
95,4/5/1991,4,1991,5.5,33,22.8
96,4/6/1991,4,1991,25,34.5,22.8
97,4/7/1991,4,1991,0,34,23.2
98,4/8/1991,4,1991,0,36,25
99,4/9/1991,4,1991,0,37,23.2
100,4/10/1991,4,1991,0,37,25
101,4/11/1991,4,1991,0,37,24
102,4/12/1991,4,1991,0,37.5,24
103,4/13/1991,4,1991,0,37,24.5
104,4/14/1991,4,1991,0,36,25
105,4/15/1991,4,1991,0,-99,23.8
106,4/16/1991,4,1991,0,-99,23.5
107,4/17/1991,4,1991,0,-99,24
108,4/18/1991,4,1991,0,-99,26
109,4/19/1991,4,1991,0,-99,-99
110,4/20/1991,4,1991,12,-99,-99
111,4/21/1991,4,1991,8.9,-99,-99
112,4/22/1991,4,1991,4.5,-99,-99
113,4/23/1991,4,1991,0.7,-99,-99
114,4/24/1991,4,1991,0,-99,-99
115,4/25/1991,4,1991,0.6,-99,-99
116,4/26/1991,4,1991,0,-99,-99
117,4/27/1991,4,1991,0,38,24.5
118,4/28/1991,4,1991,0,-99,-99
119,4/29/1991,4,1991,0,-99,-99
120,4/30/1991,4,1991,0,-99,-99
121,5/1/1991,5,1991,0,-99,-99
122,5/2/1991,5,1991,5,-99,-99
123,5/3/1991,5,1991,38.7,-99,-99
124,5/4/1991,5,1991,0,-99,-99
125,5/5/1991,5,1991,0,27.5,26
126,5/6/1991,5,1991,0,29,27
127,5/7/1991,5,1991,0,28,25.3
128,5/8/1991,5,1991,0,28,25.5
129,5/9/1991,5,1991,0,28.5,26.5
130,5/10/1991,5,1991,0,26.5,26
131,5/11/1991,5,1991,0,29,27.8
132,5/12/1991,5,1991,0,29,27.5
133,5/13/1991,5,1991,0,32,28.5
134,5/14/1991,5,1991,0,33.2,31.5
135,5/15/1991,5,1991,0,36.5,32
136,5/16/1991,5,1991,0,35.5,32
137,5/17/1991,5,1991,0,39,32.5
138,5/18/1991,5,1991,0,36.5,34.5
139,5/19/1991,5,1991,0,36,30.5
140,5/20/1991,5,1991,0,35,32
141,5/21/1991,5,1991,0,42,31.8
142,5/22/1991,5,1991,0,34.5,30
143,5/23/1991,5,1991,0,35.5,32
144,5/24/1991,5,1991,0,34.5,31
145,5/25/1991,5,1991,0,36.5,33
146,5/26/1991,5,1991,0,36.5,33
147,5/27/1991,5,1991,0,-99,-99
148,5/28/1991,5,1991,0,-99,-99
149,5/29/1991,5,1991,0,37.5,26.5
150,5/30/1991,5,1991,0,38,25
151,5/31/1991,5,1991,0,25,24
152,6/1/1991,6,1991,0,30.5,26.5
153,6/2/1991,6,1991,0,39,25
154,6/3/1991,6,1991,2.2,35,25
155,6/4/1991,6,1991,0,38.5,24
156,6/5/1991,6,1991,0,38.5,24
157,6/6/1991,6,1991,0,39.5,23
158,6/7/1991,6,1991,0,37.5,25.5
159,6/8/1991,6,1991,0,38,25
160,6/9/1991,6,1991,0,38,26
161,6/10/1991,6,1991,0,39,24
162,6/11/1991,6,1991,0,39.5,23.5
163,6/12/1991,6,1991,0,39,26
164,6/13/1991,6,1991,0,39,25
165,6/14/1991,6,1991,0.6,39,25
166,6/15/1991,6,1991,0,36,26
167,6/16/1991,6,1991,0,38,25.5
168,6/17/1991,6,1991,0,-99,27
169,6/18/1991,6,1991,0,40.5,27.5
170,6/19/1991,6,1991,5.2,41.5,28
171,6/20/1991,6,1991,3,38.5,27
172,6/21/1991,6,1991,0,38,27
173,6/22/1991,6,1991,0,37,27
174,6/23/1991,6,1991,0,38,27
175,6/24/1991,6,1991,0,39.5,28
176,6/25/1991,6,1991,0,40,26.5
177,6/26/1991,6,1991,0,41,26
178,6/27/1991,6,1991,4.5,35,26.5
179,6/28/1991,6,1991,0,37,24.5
180,6/29/1991,6,1991,5.3,38.5,27
181,6/30/1991,6,1991,0,38,26
182,7/1/1991,7,1991,0,-99,26
183,7/2/1991,7,1991,0,39.5,26.5
184,7/3/1991,7,1991,2.2,40,26.2
185,7/4/1991,7,1991,0,39.5,25
186,7/5/1991,7,1991,0,39.5,25
187,7/6/1991,7,1991,0,40.5,26.2
188,7/7/1991,7,1991,0,41,27.5
189,7/8/1991,7,1991,0.9,40,25
190,7/9/1991,7,1991,0,36,26
191,7/10/1991,7,1991,8.1,39,25
192,7/11/1991,7,1991,0,34,26
193,7/12/1991,7,1991,0,36.5,26
194,7/13/1991,7,1991,0,36,25.5
195,7/14/1991,7,1991,4.5,37,24
196,7/15/1991,7,1991,8.8,38,24
197,7/16/1991,7,1991,0,39,26
198,7/17/1991,7,1991,0,-99,26.5
199,7/18/1991,7,1991,12,-99,25
200,7/19/1991,7,1991,26.8,-99,27.5
201,7/20/1991,7,1991,29.8,37.5,25
202,7/21/1991,7,1991,71.2,36,25
203,7/22/1991,7,1991,50.6,31,27
204,7/23/1991,7,1991,1.8,27.5,26.5
205,7/24/1991,7,1991,7.5,35,26
206,7/25/1991,7,1991,0,35,25
207,7/26/1991,7,1991,0,35,24.5
208,7/27/1991,7,1991,4,35.5,26
209,7/28/1991,7,1991,0.4,31.5,26.5
210,7/29/1991,7,1991,0.4,35,25
211,7/30/1991,7,1991,0,-99,27
212,7/31/1991,7,1991,0,-99,26
213,8/1/1991,8,1991,24.7,-99,26
214,8/2/1991,8,1991,10.6,-99,24
215,8/3/1991,8,1991,18,28,25.5
216,8/4/1991,8,1991,0,-99,25
217,8/5/1991,8,1991,0,-99,25
218,8/6/1991,8,1991,0,-99,26
219,8/7/1991,8,1991,0,-99,26
220,8/8/1991,8,1991,0,-99,26
221,8/9/1991,8,1991,0,-99,25
222,8/10/1991,8,1991,19.5,-99,-99
223,8/11/1991,8,1991,76.2,-99,-99
224,8/12/1991,8,1991,25.1,-99,25.5
225,8/13/1991,8,1991,0,-99,-99
226,8/14/1991,8,1991,0,-99,27
227,8/15/1991,8,1991,0,34,25
228,8/16/1991,8,1991,0,35.5,25.5
229,8/17/1991,8,1991,0,35.5,25.5
230,8/18/1991,8,1991,0,-99,-99
231,8/19/1991,8,1991,3.6,-99,-99
232,8/20/1991,8,1991,43.8,37,-99
233,8/21/1991,8,1991,19.1,35,26.5
234,8/22/1991,8,1991,0,-99,25.5
235,8/23/1991,8,1991,3.7,-99,25.5
236,8/24/1991,8,1991,4.3,-99,25
237,8/25/1991,8,1991,30.2,-99,25
238,8/26/1991,8,1991,0,-99,25
239,8/27/1991,8,1991,0,31,27
240,8/28/1991,8,1991,0,33,26
241,8/29/1991,8,1991,3.7,36.5,25.5
242,8/30/1991,8,1991,0,36,25.5
243,8/31/1991,8,1991,0,36,26
244,9/1/1991,9,1991,21.8,37,27
245,9/2/1991,9,1991,0,37,27
246,9/3/1991,9,1991,0,30.5,25.5
247,9/4/1991,9,1991,0,35,25.5
248,9/5/1991,9,1991,0,35,26
249,9/6/1991,9,1991,0,35,25.5
250,9/7/1991,9,1991,30.9,35.5,25.5
251,9/8/1991,9,1991,0,37.5,26
252,9/9/1991,9,1991,16.7,37.5,26.5
253,9/10/1991,9,1991,0.4,-99,26
254,9/11/1991,9,1991,70,36,26
255,9/12/1991,9,1991,0,35.5,27
256,9/13/1991,9,1991,0,36,26
257,9/14/1991,9,1991,1.8,34.5,25.5
258,9/15/1991,9,1991,0.6,35,26.5
259,9/16/1991,9,1991,0,32,25
260,9/17/1991,9,1991,0,29,26
261,9/18/1991,9,1991,0,35,26
262,9/19/1991,9,1991,0,35.5,26
263,9/20/1991,9,1991,0,36,25
264,9/21/1991,9,1991,12.5,37,25
265,9/22/1991,9,1991,34,34,26
266,9/23/1991,9,1991,0,33,24.5
267,9/24/1991,9,1991,0,34.5,25
268,9/25/1991,9,1991,0,35,25.2
269,9/26/1991,9,1991,0,36.5,25.5
270,9/27/1991,9,1991,0,37,25
271,9/28/1991,9,1991,1.8,35,24.5
272,9/29/1991,9,1991,0,36,-99
273,9/30/1991,9,1991,0,-99,24.5
274,10/1/1991,10,1991,0,-99,-99
275,10/2/1991,10,1991,0.1,36.5,25
276,10/3/1991,10,1991,1.8,37,26
277,10/4/1991,10,1991,0,33.5,25
278,10/5/1991,10,1991,0,34.5,25
279,10/6/1991,10,1991,2.5,35,25
280,10/7/1991,10,1991,0,35,24.5
281,10/8/1991,10,1991,0,33.5,24.5
282,10/9/1991,10,1991,0,-99,23.5
283,10/10/1991,10,1991,0,34,-99
284,10/11/1991,10,1991,0,35,25.5
285,10/12/1991,10,1991,1.9,35,24
286,10/13/1991,10,1991,1.6,35,25.2
287,10/14/1991,10,1991,3.9,33.5,26
288,10/15/1991,10,1991,0.5,35,25
289,10/16/1991,10,1991,0,34,24.5
290,10/17/1991,10,1991,0,34,24.2
291,10/18/1991,10,1991,0,35.5,24
292,10/19/1991,10,1991,0,35,22.5
293,10/20/1991,10,1991,0,-99,24
294,10/21/1991,10,1991,7.2,-99,22.5
295,10/22/1991,10,1991,7.6,33,23.2
296,10/23/1991,10,1991,0,34,24
297,10/24/1991,10,1991,0,34,24
298,10/25/1991,10,1991,0,30,25
299,10/26/1991,10,1991,7.8,33,23.5
300,10/27/1991,10,1991,16.1,29,24.5
301,10/28/1991,10,1991,14.6,26.5,26
302,10/29/1991,10,1991,0.3,29,26
303,10/30/1991,10,1991,0,-99,26.5
304,10/31/1991,10,1991,0,-99,-99
305,11/1/1991,11,1991,8.01,-99,-99
306,11/2/1991,11,1991,7.65,27.5,23
307,11/3/1991,11,1991,0.98,29,23
308,11/4/1991,11,1991,0.85,30.5,24
309,11/5/1991,11,1991,32.87,31.5,22
310,11/6/1991,11,1991,19.14,26.2,23
311,11/7/1991,11,1991,11.93,30,23
312,11/8/1991,11,1991,1.53,30,24.5
313,11/9/1991,11,1991,10.96,29,22
314,11/10/1991,11,1991,5.79,29,22
315,11/11/1991,11,1991,8.65,28,21
316,11/12/1991,11,1991,71,28,23.5
317,11/13/1991,11,1991,2.03,23,22
318,11/14/1991,11,1991,2.78,35,22
319,11/15/1991,11,1991,10.38,35,25
320,11/16/1991,11,1991,42.61,27,23
321,11/17/1991,11,1991,97.08,24.5,22.5
322,11/18/1991,11,1991,21.65,25,22.5
323,11/19/1991,11,1991,25.07,28.2,23
324,11/20/1991,11,1991,8.15,31,22.8
325,11/21/1991,11,1991,12.19,31,23
326,11/22/1991,11,1991,13.39,30,22
327,11/23/1991,11,1991,12.02,30,22.5
328,11/24/1991,11,1991,16.8,30,21.5
329,11/25/1991,11,1991,13.29,34.5,21
330,11/26/1991,11,1991,27.32,26,21
331,11/27/1991,11,1991,48.01,26.5,22.8
332,11/28/1991,11,1991,0.2,28,22
333,11/29/1991,11,1991,1.23,28.8,23
334,11/30/1991,11,1991,10.4,29,23.5
335,12/1/1991,12,1991,13.37,29,22.5
336,12/2/1991,12,1991,1.69,29,23
337,12/3/1991,12,1991,5.83,-99,19
338,12/4/1991,12,1991,0.92,23,20.5
339,12/5/1991,12,1991,0.27,27.6,19
340,12/6/1991,12,1991,4.61,28,17.5
341,12/7/1991,12,1991,12.61,32.2,20
342,12/8/1991,12,1991,17.56,29.5,21
343,12/9/1991,12,1991,30.8,-99,19.8
344,12/10/1991,12,1991,9.74,23,22
345,12/11/1991,12,1991,16.52,-99,21
346,12/12/1991,12,1991,11.3,26,22
347,12/13/1991,12,1991,26.69,27.8,21
348,12/14/1991,12,1991,20.6,23.5,20.5
349,12/15/1991,12,1991,5.82,-99,21
350,12/16/1991,12,1991,19.73,27.5,-99
351,12/17/1991,12,1991,4.06,27,21
352,12/18/1991,12,1991,1.42,29.8,22
353,12/19/1991,12,1991,12.26,29,19.8
354,12/20/1991,12,1991,18.56,-99,22.8
355,12/21/1991,12,1991,40.52,24.4,21
356,12/22/1991,12,1991,11.95,-99,21.5
357,12/23/1991,12,1991,3.19,28,21.5
358,12/24/1991,12,1991,0.07,29,19.6
359,12/25/1991,12,1991,0.58,-99,21.6
360,12/26/1991,12,1991,5.49,30,19.8
361,12/27/1991,12,1991,5.83,29.4,21.6
362,12/28/1991,12,1991,0.59,29.5,21
363,12/29/1991,12,1991,8.55,-99,22.6
364,12/30/1991,12,1991,16.42,24.2,21.5
365,12/31/1991,12,1991,3.45,25,21
366,1/1/1992,1,1992,0,25.8,20.5
367,1/2/1992,1,1992,0,29,19
368,1/3/1992,1,1992,0,-99,-99
369,1/4/1992,1,1992,0,29.5,18.2
370,1/5/1992,1,1992,2.2,30,19.6
371,1/6/1992,1,1992,0,27.6,21.3
372,1/7/1992,1,1992,0,27.5,20.8
373,1/8/1992,1,1992,0,26.8,20.5
374,1/9/1992,1,1992,67.5,30.4,20
375,1/10/1992,1,1992,3.7,27.6,22.5
376,1/11/1992,1,1992,0,24,21.5
377,1/12/1992,1,1992,0,24.8,20
378,1/13/1992,1,1992,0.2,27.7,20
379,1/14/1992,1,1992,0,27.5,20
380,1/15/1992,1,1992,0.4,28,20.5
381,1/16/1992,1,1992,1.4,23,19.5
382,1/17/1992,1,1992,0,24.5,19.5
383,1/18/1992,1,1992,0.8,27.5,20.5
384,1/19/1992,1,1992,0.3,24.5,21.5
385,1/20/1992,1,1992,0,26,20.2
386,1/21/1992,1,1992,0.4,25,21.5
387,1/22/1992,1,1992,0,24.5,20.5
388,1/23/1992,1,1992,0,27,20.3
389,1/24/1992,1,1992,0,27.5,20.5
390,1/25/1992,1,1992,0,27,19
391,1/26/1992,1,1992,0,27,22
392,1/27/1992,1,1992,0,27.5,20.8
393,1/28/1992,1,1992,0,25.8,17
394,1/29/1992,1,1992,0,26.2,18
395,1/30/1992,1,1992,0.3,27,21.2
396,1/31/1992,1,1992,0,30,22.5
397,2/1/1992,2,1992,0,30.8,20.5
398,2/2/1992,2,1992,0,27,21.3
399,2/3/1992,2,1992,0,26.5,19
400,2/4/1992,2,1992,2.5,27,20.2
401,2/5/1992,2,1992,0.3,31,20
402,2/6/1992,2,1992,0,29.5,22
403,2/7/1992,2,1992,0,26.5,23
404,2/8/1992,2,1992,0,30.8,21
405,2/9/1992,2,1992,0,29.7,22.3
406,2/10/1992,2,1992,0,-99,-99
407,2/11/1992,2,1992,0,32.5,23.5
408,2/12/1992,2,1992,0,32.8,22
409,2/13/1992,2,1992,0,31.8,21.3
410,2/14/1992,2,1992,0,-99,22
411,2/15/1992,2,1992,0,-99,21.5
412,2/16/1992,2,1992,0,34.3,21
413,2/17/1992,2,1992,0,34,24.5
414,2/18/1992,2,1992,0,33.2,24
415,2/19/1992,2,1992,0,33.7,24
416,2/20/1992,2,1992,0,32.6,23
417,2/21/1992,2,1992,0,34,-99
418,2/22/1992,2,1992,9.6,31.5,21
419,2/23/1992,2,1992,0,27.5,22.5
420,2/24/1992,2,1992,0.3,33.2,19.5
421,2/25/1992,2,1992,0,34.5,21
422,2/26/1992,2,1992,0,25,21
423,2/27/1992,2,1992,0,25,16.5
424,2/28/1992,2,1992,0,28.3,17.5
425,2/29/1992,2,1992,2.6,29,19.5
426,3/1/1992,3,1992,0,30.7,21.8
427,3/2/1992,3,1992,0,33.7,23.4
428,3/3/1992,3,1992,0,38.8,25
429,3/4/1992,3,1992,0,34,23
430,3/5/1992,3,1992,0,34,23
431,3/6/1992,3,1992,0,-99,21.5
432,3/7/1992,3,1992,5.5,34.5,24
433,3/8/1992,3,1992,0,34,24.2
434,3/9/1992,3,1992,0,33,24.5
435,3/10/1992,3,1992,0,34,24
436,3/11/1992,3,1992,0,35,24.5
437,3/12/1992,3,1992,0,34.5,23
438,3/13/1992,3,1992,0,35,22.2
439,3/14/1992,3,1992,0,35,19.5
440,3/15/1992,3,1992,0,35.2,23
441,3/16/1992,3,1992,0,34,21.5
442,3/17/1992,3,1992,0,35.5,22
443,3/18/1992,3,1992,0,30.5,20.3
444,3/19/1992,3,1992,0,30.5,21
445,3/20/1992,3,1992,0,34,28
446,3/21/1992,3,1992,0,34.5,24
447,3/22/1992,3,1992,0,-99,25
448,3/23/1992,3,1992,0,35.5,28.5
449,3/24/1992,3,1992,0,36,25.5
450,3/25/1992,3,1992,0,34.5,22
451,3/26/1992,3,1992,0,36.5,20
452,3/27/1992,3,1992,0,34.5,23
453,3/28/1992,3,1992,0,-99,25
454,3/29/1992,3,1992,7.5,35.8,23
455,3/30/1992,3,1992,0,-99,24
456,3/31/1992,3,1992,0,36.5,25.3
457,4/1/1992,4,1992,0,35.8,24
458,4/2/1992,4,1992,0,36.8,22.2
459,4/3/1992,4,1992,0,36.5,24
460,4/4/1992,4,1992,0,38,24.3
461,4/5/1992,4,1992,0,38,26
462,4/6/1992,4,1992,0,-99,26.5
463,4/7/1992,4,1992,0,38.5,26
464,4/8/1992,4,1992,0,36.5,25
465,4/9/1992,4,1992,0,35.5,26
466,4/10/1992,4,1992,0,38.5,23.8
467,4/11/1992,4,1992,0,-99,24.8
468,4/12/1992,4,1992,0,38,27.2
469,4/13/1992,4,1992,4.8,39.5,25.5
470,4/14/1992,4,1992,1,27.5,27
471,4/15/1992,4,1992,0,-99,24
472,4/16/1992,4,1992,0,34,25.5
473,4/17/1992,4,1992,0,33,25
474,4/18/1992,4,1992,0.4,35.8,25
475,4/19/1992,4,1992,0.1,-99,-99
476,4/20/1992,4,1992,34,-99,-99
477,4/21/1992,4,1992,0,39,28
478,4/22/1992,4,1992,0,38,29
479,4/23/1992,4,1992,0,36.5,28
480,4/24/1992,4,1992,0,37,31
481,4/25/1992,4,1992,0,38,30
482,4/26/1992,4,1992,0,38,30
483,4/27/1992,4,1992,0,38,29
484,4/28/1992,4,1992,0,39.8,26
485,4/29/1992,4,1992,0,40,26
486,4/30/1992,4,1992,0,39.2,26
487,5/1/1992,5,1992,0,40,26.5
488,5/2/1992,5,1992,0,39,28
489,5/3/1992,5,1992,0,40,25
490,5/4/1992,5,1992,0,40,26
491,5/5/1992,5,1992,0,35,27.5
492,5/6/1992,5,1992,0,38.5,25.5
493,5/7/1992,5,1992,0,40,32.5
494,5/8/1992,5,1992,21.3,40.5,31.5
495,5/9/1992,5,1992,0,39.2,32.5
496,5/10/1992,5,1992,3.2,36.5,26.5
497,5/11/1992,5,1992,1,34.2,30.5
498,5/12/1992,5,1992,0,33.2,28.5
499,5/13/1992,5,1992,0,32,26.5
500,5/14/1992,5,1992,0,37.8,28
501,5/15/1992,5,1992,10,33.5,29
502,5/16/1992,5,1992,1.2,40,34
503,5/17/1992,5,1992,5.3,38,25
504,5/18/1992,5,1992,6,38,27
505,5/19/1992,5,1992,0,37.5,27
506,5/20/1992,5,1992,2.5,36.8,29
507,5/21/1992,5,1992,15.4,38.3,28.2
508,5/22/1992,5,1992,20,36.5,27.5
509,5/23/1992,5,1992,54.7,36,28
510,5/24/1992,5,1992,0,35,26.5
511,5/25/1992,5,1992,4.5,35.5,25
512,5/26/1992,5,1992,1.1,35.8,25
513,5/27/1992,5,1992,0,35.5,26
514,5/28/1992,5,1992,76.8,35.8,26.8
515,5/29/1992,5,1992,6.5,36.2,29
516,5/30/1992,5,1992,0.5,34.5,26.5
517,5/31/1992,5,1992,4,34.5,27.5
518,6/1/1992,6,1992,4,36.8,27.5
519,6/2/1992,6,1992,5.8,36,28
520,6/3/1992,6,1992,3.9,34.5,28
521,6/4/1992,6,1992,0,35.5,26
522,6/5/1992,6,1992,0,36.2,29
523,6/6/1992,6,1992,7.8,35.5,26
524,6/7/1992,6,1992,14.2,37.5,28
525,6/8/1992,6,1992,0,37,28
526,6/9/1992,6,1992,14.4,36,27.5
527,6/10/1992,6,1992,0,36.7,29.5
528,6/11/1992,6,1992,0,37.5,28.5
529,6/12/1992,6,1992,0,36,27
530,6/13/1992,6,1992,0,37.5,28
531,6/14/1992,6,1992,0,37.5,28.5
532,6/15/1992,6,1992,0,37.5,27.5
533,6/16/1992,6,1992,0,37.5,27.5
534,6/17/1992,6,1992,0,37.5,28
535,6/18/1992,6,1992,9.8,38,28
536,6/19/1992,6,1992,0,37.5,27
537,6/20/1992,6,1992,0,38,26
538,6/21/1992,6,1992,0,39,27
539,6/22/1992,6,1992,0,39.8,27
540,6/23/1992,6,1992,3.2,37.8,29
541,6/24/1992,6,1992,1.1,36,31
542,6/25/1992,6,1992,0.3,37,27.5
543,6/26/1992,6,1992,0,39,28.5
544,6/27/1992,6,1992,0,36.5,27
545,6/28/1992,6,1992,0,32,27.5
546,6/29/1992,6,1992,1.4,37,29
547,6/30/1992,6,1992,11.6,37,28
548,7/1/1992,7,1992,5.1,36,27
549,7/2/1992,7,1992,0,34.5,27
550,7/3/1992,7,1992,0,32.8,26
551,7/4/1992,7,1992,6.1,36,26.8
552,7/5/1992,7,1992,0,38,28
553,7/6/1992,7,1992,0,38.2,27
554,7/7/1992,7,1992,0,39,27
555,7/8/1992,7,1992,0.4,39.8,29.5
556,7/9/1992,7,1992,0,36.9,26.5
557,7/10/1992,7,1992,20.2,37.5,27
558,7/11/1992,7,1992,48.8,38,25.3
559,7/12/1992,7,1992,0.3,30.5,26
560,7/13/1992,7,1992,0.6,35.5,25.5
561,7/14/1992,7,1992,2.3,34,26
562,7/15/1992,7,1992,8.7,34,25.5
563,7/16/1992,7,1992,0,26.8,26.5
564,7/17/1992,7,1992,56,34,26.5
565,7/18/1992,7,1992,1.4,36.5,27
566,7/19/1992,7,1992,19.4,34,24.5
567,7/20/1992,7,1992,28.5,32,24
568,7/21/1992,7,1992,0,32,27.4
569,7/22/1992,7,1992,3.1,34.5,26
570,7/23/1992,7,1992,0,34,26
571,7/24/1992,7,1992,24,34,25
572,7/25/1992,7,1992,0,34,25
573,7/26/1992,7,1992,1,35,26.2
574,7/27/1992,7,1992,0,34.5,30
575,7/28/1992,7,1992,9.4,35.5,26.5
576,7/29/1992,7,1992,3.4,36,26
577,7/30/1992,7,1992,0.9,29.5,25
578,7/31/1992,7,1992,0,33.5,26
579,8/1/1992,8,1992,0,34.5,26.3
580,8/2/1992,8,1992,12,36,26
581,8/3/1992,8,1992,0.1,36,27
582,8/4/1992,8,1992,0.5,36,27
583,8/5/1992,8,1992,5,36,27.5
584,8/6/1992,8,1992,0,35.5,27.5
585,8/7/1992,8,1992,0,34,26
586,8/8/1992,8,1992,0,38,28
587,8/9/1992,8,1992,39.8,38,27.5
588,8/10/1992,8,1992,0,28,27
589,8/11/1992,8,1992,0,35,25
590,8/12/1992,8,1992,0,36,25
591,8/13/1992,8,1992,0,36.5,26.2
592,8/14/1992,8,1992,1.2,35,24.5
593,8/15/1992,8,1992,0,36.5,25
594,8/16/1992,8,1992,0,35,26
595,8/17/1992,8,1992,0,35.5,27
596,8/18/1992,8,1992,0,35.5,26.5
597,8/19/1992,8,1992,9.8,36,27
598,8/20/1992,8,1992,2,34,27
599,8/21/1992,8,1992,0,34,26.8
600,8/22/1992,8,1992,56.4,35,27.5
601,8/23/1992,8,1992,12,-99,-99
602,8/24/1992,8,1992,2.8,-99,-99
603,8/25/1992,8,1992,49.8,34.5,27.5
604,8/26/1992,8,1992,0,34.5,26
605,8/27/1992,8,1992,0,31.5,25
606,8/28/1992,8,1992,0,35,27
607,8/29/1992,8,1992,0.5,34.5,27
608,8/30/1992,8,1992,0,32.5,30
609,8/31/1992,8,1992,0,36,27
610,9/1/1992,9,1992,0,37.5,28
611,9/2/1992,9,1992,2.7,35,28.2
612,9/3/1992,9,1992,0,36,28
613,9/4/1992,9,1992,3.2,31.5,26.5
614,9/5/1992,9,1992,2.3,31,27
615,9/6/1992,9,1992,0,31,26
616,9/7/1992,9,1992,1.9,-99,-99
617,9/8/1992,9,1992,0,31.5,29
618,9/9/1992,9,1992,0,34.5,26.5
619,9/10/1992,9,1992,0,35.5,26.5
620,9/11/1992,9,1992,0,34.5,25.5
