id,d,m,y,pcp,max,min
3704,2/20/2001,2,2001,19.6,30,21.1
3705,2/21/2001,2,2001,12.8,32,23
3706,2/22/2001,2,2001,0,32,20.5
3707,2/23/2001,2,2001,8,31.5,20.5
3708,2/24/2001,2,2001,2.6,27.5,21.8
3709,2/25/2001,2,2001,38.4,24.8,22.2
3710,2/26/2001,2,2001,13.6,32.2,20.6
3711,2/27/2001,2,2001,37.6,32.2,22.5
3712,2/28/2001,2,2001,0,26.2,21.5
3713,3/1/2001,3,2001,8.9,29.5,22.2
3714,3/2/2001,3,2001,0,29.8,20.6
3715,3/3/2001,3,2001,0,29.7,20.5
3716,3/4/2001,3,2001,0.1,29.5,22.9
3717,3/5/2001,3,2001,0,32.5,23.2
3718,3/6/2001,3,2001,0,29.5,21.1
3719,3/7/2001,3,2001,0,26.5,21
3720,3/8/2001,3,2001,0.7,26.5,20.3
3721,3/9/2001,3,2001,1,30,22.1
3722,3/10/2001,3,2001,0.1,30.1,20.5
3723,3/11/2001,3,2001,0,26.5,20
3724,3/12/2001,3,2001,2.2,-99,-99
3725,3/13/2001,3,2001,0,31.5,19.5
3726,3/14/2001,3,2001,0,-99,-99
3727,3/15/2001,3,2001,1.3,34.2,21.5
3728,3/16/2001,3,2001,0.2,34.5,21.2
3729,3/17/2001,3,2001,0,32.8,20
3730,3/18/2001,3,2001,4.8,33.4,21.1
3731,3/19/2001,3,2001,0,34.5,22.8
3732,3/20/2001,3,2001,0,33.6,20.6
3733,3/21/2001,3,2001,0,34.2,21
3734,3/22/2001,3,2001,0,33.8,22.8
3735,3/23/2001,3,2001,0,33.1,23.2
3736,3/24/2001,3,2001,0,28.2,23
3737,3/25/2001,3,2001,8.5,33.4,23.5
3738,3/26/2001,3,2001,8.7,32.5,23
3739,3/27/2001,3,2001,0,29,22.5
3740,3/28/2001,3,2001,0.9,29,22.5
3741,3/29/2001,3,2001,0,30.5,23
3742,3/30/2001,3,2001,1.2,30.6,22.6
3743,3/31/2001,3,2001,0,32.5,22.9
3744,4/1/2001,4,2001,2.1,34.5,24.8
3745,4/2/2001,4,2001,0,32.5,24.8
3746,4/3/2001,4,2001,0,34.2,25.5
3747,4/4/2001,4,2001,0,34.6,24.8
3748,4/5/2001,4,2001,2.5,35,24.7
3749,4/6/2001,4,2001,0,34.1,25.2
3750,4/7/2001,4,2001,0,34.5,25.5
3751,4/8/2001,4,2001,0,34,24.2
3752,4/9/2001,4,2001,0,34.2,25
3753,4/10/2001,4,2001,0,32.8,24.3
3754,4/11/2001,4,2001,0,32.5,24
3755,4/12/2001,4,2001,0.4,30.8,22
3756,4/13/2001,4,2001,0,33.8,22.5
3757,4/14/2001,4,2001,0,35,24.5
3758,4/15/2001,4,2001,0,35.5,25
3759,4/16/2001,4,2001,0,35.4,23.5
3760,4/17/2001,4,2001,0,35.1,24.4
3761,4/18/2001,4,2001,1.7,36,24
3762,4/19/2001,4,2001,0,35.4,24
3763,4/20/2001,4,2001,0,35,23
3764,4/21/2001,4,2001,0,34.6,23.3
3765,4/22/2001,4,2001,0,29.6,24.5
3766,4/23/2001,4,2001,0.1,33.4,23.6
3767,4/24/2001,4,2001,10.2,35,22.8
3768,4/25/2001,4,2001,0.6,35,21
3769,4/26/2001,4,2001,0,35.2,22.5
3770,4/27/2001,4,2001,0,36.2,23
3771,4/28/2001,4,2001,0,36.7,25.8
3772,4/29/2001,4,2001,0,36.2,23
3773,4/30/2001,4,2001,0,36,24.8
3774,5/1/2001,5,2001,0,35,23
3775,5/2/2001,5,2001,0,34.7,23.2
3776,5/3/2001,5,2001,19.8,35.1,25.5
3777,5/4/2001,5,2001,0.5,36.1,24.4
3778,5/5/2001,5,2001,0,35.5,23.5
3779,5/6/2001,5,2001,0.6,35.6,25
3780,5/7/2001,5,2001,0,29.8,23.6
3781,5/8/2001,5,2001,0,30,23.3
3782,5/9/2001,5,2001,39.4,34.5,26.5
3783,5/10/2001,5,2001,10.3,33.2,26.5
3784,5/11/2001,5,2001,0,35.2,25.8
3785,5/12/2001,5,2001,0,33.2,25.5
3786,5/13/2001,5,2001,21.3,35.4,25.8
3787,5/14/2001,5,2001,0,35.3,24.1
3788,5/15/2001,5,2001,0,35.6,23.8
3789,5/16/2001,5,2001,3.7,35.4,24.5
3790,5/17/2001,5,2001,0,35.3,24.4
3791,5/18/2001,5,2001,0,35.1,24.2
3792,5/19/2001,5,2001,0,37.7,25
3793,5/20/2001,5,2001,0,36.3,25.2
3794,5/21/2001,5,2001,0,36.8,23.2
3795,5/22/2001,5,2001,0,35.2,25.3
3796,5/23/2001,5,2001,29.9,35.6,25.5
3797,5/24/2001,5,2001,0.3,33.5,23.8
3798,5/25/2001,5,2001,19.5,34.5,24.4
3799,5/26/2001,5,2001,0,34.5,24.2
3800,5/27/2001,5,2001,0.6,36.1,24.6
3801,5/28/2001,5,2001,0.5,36.9,25.5
3802,5/29/2001,5,2001,0,36.2,26
3803,5/30/2001,5,2001,0,35.1,24.5
3804,5/31/2001,5,2001,0,30,23.5
3805,6/1/2001,6,2001,5,34.7,25
3806,6/2/2001,6,2001,1.4,36.1,24.4
3807,6/3/2001,6,2001,0,35.3,26
3808,6/4/2001,6,2001,0,35.8,24
3809,6/5/2001,6,2001,0,35,22.4
3810,6/6/2001,6,2001,7.9,35.3,23.5
3811,6/7/2001,6,2001,0,33.7,24.2
3812,6/8/2001,6,2001,0,34.8,23.6
3813,6/9/2001,6,2001,0,31,23.6
3814,6/10/2001,6,2001,0,34.8,24.4
3815,6/11/2001,6,2001,5,35.2,25
3816,6/12/2001,6,2001,0,36.6,25.2
3817,6/13/2001,6,2001,0,34.8,24
3818,6/14/2001,6,2001,0,34.2,24.5
3819,6/15/2001,6,2001,0,31.7,24.5
3820,6/16/2001,6,2001,0,30.9,24.8
3821,6/17/2001,6,2001,4.8,34.7,24.3
3822,6/18/2001,6,2001,6.4,34.8,24.4
3823,6/19/2001,6,2001,0,35.5,24.6
3824,6/20/2001,6,2001,0,35.5,24.5
3825,6/21/2001,6,2001,4.6,32.4,24.7
3826,6/22/2001,6,2001,0,35,24.2
3827,6/23/2001,6,2001,0,32.4,23.8
3828,6/24/2001,6,2001,0,34.4,23.8
3829,6/25/2001,6,2001,39,34.2,24
3830,6/26/2001,6,2001,0,28.4,23.5
3831,6/27/2001,6,2001,14,31.3,24
3832,6/28/2001,6,2001,1.5,34.5,25.2
3833,6/29/2001,6,2001,0,34.4,23.6
3834,6/30/2001,6,2001,0,35.2,23.8
3835,7/1/2001,7,2001,0,32.5,23.5
3836,7/2/2001,7,2001,2.8,26.2,24.7
3837,7/3/2001,7,2001,29.6,31.2,24
3838,7/4/2001,7,2001,55.6,34.8,24
3839,7/5/2001,7,2001,0.1,35.2,24.6
3840,7/6/2001,7,2001,0,34.4,24
3841,7/7/2001,7,2001,0,33.2,23.8
3842,7/8/2001,7,2001,19.5,32.5,23.5
3843,7/9/2001,7,2001,0,34,23.9
3844,7/10/2001,7,2001,4.2,34.5,23.4
3845,7/11/2001,7,2001,2.8,34.8,23
3846,7/12/2001,7,2001,0,33,23.2
3847,7/13/2001,7,2001,16,31.2,23.4
3848,7/14/2001,7,2001,24.5,33.4,23
3849,7/15/2001,7,2001,0,34.4,23.2
3850,7/16/2001,7,2001,12.4,34.5,3.5
3851,7/17/2001,7,2001,11.8,29.5,23
3852,7/18/2001,7,2001,4.4,31,23.2
3853,7/19/2001,7,2001,91,33,23.2
3854,7/20/2001,7,2001,0,32.5,24
3855,7/21/2001,7,2001,3.4,28.5,23.8
3856,7/22/2001,7,2001,0,33.3,23.6
3857,7/23/2001,7,2001,0.4,33.2,24.5
3858,7/24/2001,7,2001,8.4,34,25
3859,7/25/2001,7,2001,25.5,32,25
3860,7/26/2001,7,2001,0.1,26.8,24
3861,7/27/2001,7,2001,2,34.2,24.3
3862,7/28/2001,7,2001,0.7,34.3,24.5
3863,7/29/2001,7,2001,0,34.9,25
3864,7/30/2001,7,2001,0,35,24.5
3865,7/31/2001,7,2001,0,35,24.5
3866,8/1/2001,8,2001,0,33.2,25
3867,8/2/2001,8,2001,1,30.5,25
3868,8/3/2001,8,2001,29.8,30.4,24.8
3869,8/4/2001,8,2001,4.5,34.6,24.5
3870,8/5/2001,8,2001,4,33.4,23.6
3871,8/6/2001,8,2001,3.2,35,24.2
3872,8/7/2001,8,2001,0,34.8,24
3873,8/8/2001,8,2001,0,35,25.2
3874,8/9/2001,8,2001,37.2,32.5,24.4
3875,8/10/2001,8,2001,7.2,31,24.5
3876,8/11/2001,8,2001,39.8,32.5,25.8
3877,8/12/2001,8,2001,0,34,24.8
3878,8/13/2001,8,2001,3.2,32.8,24
3879,8/14/2001,8,2001,34.8,29.5,25.2
3880,8/15/2001,8,2001,32.4,32.5,25.2
3881,8/16/2001,8,2001,0.5,33.8,24.2
3882,8/17/2001,8,2001,0,34,25.4
3883,8/18/2001,8,2001,0,34.6,26
3884,8/19/2001,8,2001,0.6,35.1,26
3885,8/20/2001,8,2001,0,34.3,25
3886,8/21/2001,8,2001,35.6,31.8,25
3887,8/22/2001,8,2001,7.8,32.2,25.8
3888,8/23/2001,8,2001,0.6,30.5,24
3889,8/24/2001,8,2001,0,32.2,24.8
3890,8/25/2001,8,2001,58.8,33.1,25.2
3891,8/26/2001,8,2001,0.6,35.7,24.3
3892,8/27/2001,8,2001,3.6,33.1,24.5
3893,8/28/2001,8,2001,24.4,34.2,24.6
3894,8/29/2001,8,2001,0.6,32.4,23
3895,8/30/2001,8,2001,5,32.5,23.4
3896,8/31/2001,8,2001,28.4,28.2,25
3897,9/1/2001,9,2001,0,26.8,25.1
3898,9/2/2001,9,2001,0,31.5,24
3899,9/3/2001,9,2001,0,32.2,24
3900,9/4/2001,9,2001,37.2,30.8,25.5
3901,9/5/2001,9,2001,0,30.5,24.5
3902,9/6/2001,9,2001,0,30.8,25.5
3903,9/7/2001,9,2001,20.8,31.5,24.8
3904,9/8/2001,9,2001,0,33,24.5
3905,9/9/2001,9,2001,0,30,23.3
3906,9/10/2001,9,2001,0.9,30.8,22.8
3907,9/11/2001,9,2001,50.5,32,23.8
3908,9/12/2001,9,2001,9.5,31.7,24
3909,9/13/2001,9,2001,0,31.5,23.8
3910,9/14/2001,9,2001,14,31.8,24
3911,9/15/2001,9,2001,0.1,32.2,23.5
3912,9/16/2001,9,2001,0.2,34.5,23.6
3913,9/17/2001,9,2001,0,32.8,23.5
3914,9/18/2001,9,2001,8.8,32.4,24.3
3915,9/19/2001,9,2001,4.4,31.2,24.5
3916,9/20/2001,9,2001,4.8,26.5,23.8
3917,9/21/2001,9,2001,0,26.5,24.3
3918,9/22/2001,9,2001,3.2,32.3,24.2
3919,9/23/2001,9,2001,1.5,30.2,24.8
3920,9/24/2001,9,2001,0,34.2,24
3921,9/25/2001,9,2001,0.2,34.5,24
3922,9/26/2001,9,2001,0,34.1,25
3923,9/27/2001,9,2001,0,34.5,22.5
3924,9/28/2001,9,2001,0,34.2,24
3925,9/29/2001,9,2001,14.7,32.6,25
3926,9/30/2001,9,2001,0,32.5,23.4
3927,10/1/2001,10,2001,0,32.5,23.8
3928,10/2/2001,10,2001,0,32.2,21.5
3929,10/3/2001,10,2001,1.8,32.8,23
3930,10/4/2001,10,2001,0,32.8,22.5
3931,10/5/2001,10,2001,0,32.2,22.5
3932,10/6/2001,10,2001,5.4,33.5,24
3933,10/7/2001,10,2001,0,33,23.5
3934,10/8/2001,10,2001,0,32.8,23.8
3935,10/9/2001,10,2001,0,30.8,23
3936,10/10/2001,10,2001,13.1,24.3,23.5
3937,10/11/2001,10,2001,4.5,29.5,21.5
3938,10/12/2001,10,2001,31.5,30,21.2
3939,10/13/2001,10,2001,0,30.8,21
3940,10/14/2001,10,2001,0,32,23.5
3941,10/15/2001,10,2001,0,33,22.2
3942,10/16/2001,10,2001,0,29.8,22
3943,10/17/2001,10,2001,0,24.5,23
3944,10/18/2001,10,2001,17.2,29.5,23.2
3945,10/19/2001,10,2001,51.4,32,23.5
3946,10/20/2001,10,2001,3.8,32.5,23
3947,10/21/2001,10,2001,4,32.1,23.5
3948,10/22/2001,10,2001,1.4,29.3,23
3949,10/23/2001,10,2001,0,32,20
3950,10/24/2001,10,2001,0.4,32,20.5
3951,10/25/2001,10,2001,2.5,29.5,20.2
3952,10/26/2001,10,2001,0,32.5,22.5
3953,10/27/2001,10,2001,0,32.5,20.8
3954,10/28/2001,10,2001,0,33.2,20.5
3955,10/29/2001,10,2001,0,33.5,20
3956,10/30/2001,10,2001,0,33,20.3
3957,10/31/2001,10,2001,0,31.5,20.5
3958,11/1/2001,11,2001,0.25,32.5,22
3959,11/2/2001,11,2001,5.61,31,24.8
3960,11/3/2001,11,2001,1,32.2,22.3
3961,11/4/2001,11,2001,21.43,27.4,22.4
3962,11/5/2001,11,2001,11.46,32.2,22.5
3963,11/6/2001,11,2001,23.22,26.1,23
3964,11/7/2001,11,2001,22.41,23.5,22.8
3965,11/8/2001,11,2001,44.08,29.5,23.5
3966,11/9/2001,11,2001,100.79,31.2,24
3967,11/10/2001,11,2001,23.26,24,22.5
3968,11/11/2001,11,2001,7.16,26.8,22.6
3969,11/12/2001,11,2001,27.87,26.1,21
3970,11/13/2001,11,2001,18.74,28.2,22
3971,11/14/2001,11,2001,4.72,26.8,22.8
3972,11/15/2001,11,2001,11.23,27,21.5
3973,11/16/2001,11,2001,41.8,24.3,20.5
3974,11/17/2001,11,2001,60.11,27.2,19
3975,11/18/2001,11,2001,12.92,28.5,20.5
3976,11/19/2001,11,2001,2.97,24.5,17.5
3977,11/20/2001,11,2001,2.62,24.4,20.5
3978,11/21/2001,11,2001,3.25,26.5,19.4
3979,11/22/2001,11,2001,5.5,27,15.2
3980,11/23/2001,11,2001,12.03,26.8,15.2
3981,11/24/2001,11,2001,3.62,28.8,14.8
3982,11/25/2001,11,2001,3.25,25.7,19.5
3983,11/26/2001,11,2001,4.45,26.5,18.5
3984,11/27/2001,11,2001,3.78,29.8,19.8
3985,11/28/2001,11,2001,19.41,-99,-99
3986,11/29/2001,11,2001,2.98,31,21
3987,11/30/2001,11,2001,2.15,32,23.2
3988,12/1/2001,12,2001,1.95,30.1,20.5
3989,12/2/2001,12,2001,8.12,31.2,20.5
3990,12/3/2001,12,2001,12.47,30,22
3991,12/4/2001,12,2001,7.39,26.5,21
3992,12/5/2001,12,2001,11.65,25.5,21.8
3993,12/6/2001,12,2001,30.54,26.2,22
3994,12/7/2001,12,2001,98.13,26.5,21.5
3995,12/8/2001,12,2001,41.38,25,22.5
3996,12/9/2001,12,2001,23.29,28.5,21.5
3997,12/10/2001,12,2001,18.82,27.5,19
3998,12/11/2001,12,2001,5.56,29.5,19.5
3999,12/12/2001,12,2001,4.97,26.5,21.5
4000,12/13/2001,12,2001,0.42,24.2,21.5
4001,12/14/2001,12,2001,10.97,26,22
4002,12/15/2001,12,2001,26.66,24.2,18.8
4003,12/16/2001,12,2001,34.56,29.2,21.8
4004,12/17/2001,12,2001,4.07,29.4,22
4005,12/18/2001,12,2001,2.89,28.3,20.4
4006,12/19/2001,12,2001,2.81,29.5,21.5
4007,12/20/2001,12,2001,10.49,25,19.8
4008,12/21/2001,12,2001,0.08,26.2,18.8
4009,12/22/2001,12,2001,21.4,22.2,18.5
4010,12/23/2001,12,2001,13.09,21.5,17.5
4011,12/24/2001,12,2001,11.52,21.3,17.6
4012,12/25/2001,12,2001,11.9,26.5,17.6
4013,12/26/2001,12,2001,8.97,24.2,18.4
4014,12/27/2001,12,2001,9.91,26,18.4
4015,12/28/2001,12,2001,7.72,27.2,18.4
4016,12/29/2001,12,2001,2.93,27.2,21
4017,12/30/2001,12,2001,3.37,28.8,19
4018,12/31/2001,12,2001,2.78,24.5,18.5
4019,1/1/2002,1,2002,0.2,20.5,16.2
4020,1/2/2002,1,2002,1.1,24,17.5
4021,1/3/2002,1,2002,0,-99,-99
4022,1/4/2002,1,2002,0,26.8,16.2
4023,1/5/2002,1,2002,0,27.4,18.2
4024,1/6/2002,1,2002,0,24,14.2
4025,1/7/2002,1,2002,0,21.6,17
4026,1/8/2002,1,2002,1.6,25.8,17
4027,1/9/2002,1,2002,0,27,18.5
4028,1/10/2002,1,2002,0,29,18.5
4029,1/11/2002,1,2002,0,22.8,19.5
4030,1/12/2002,1,2002,0,29.2,21
4031,1/13/2002,1,2002,6.6,29.7,20.5
4032,1/14/2002,1,2002,1.8,31.2,21.2
4033,1/15/2002,1,2002,0.3,32.1,20
4034,1/16/2002,1,2002,0,32.2,19.8
4035,1/17/2002,1,2002,0,31,19.5
4036,1/18/2002,1,2002,0,26,18.2
4037,1/19/2002,1,2002,0,26.8,21.8
4038,1/20/2002,1,2002,0,26.8,17.8
4039,1/21/2002,1,2002,0.6,26.5,20
4040,1/22/2002,1,2002,0.6,26.2,20.5
4041,1/23/2002,1,2002,0,27.2,18.5
4042,1/24/2002,1,2002,0.1,31.8,20.5
4043,1/25/2002,1,2002,0,27.2,21.2
4044,1/26/2002,1,2002,0,30,22.7
4045,1/27/2002,1,2002,0,25.2,20
4046,1/28/2002,1,2002,0,26.2,20
4047,1/29/2002,1,2002,0.8,26.2,20.5
4048,1/30/2002,1,2002,0.5,26,20
4049,1/31/2002,1,2002,2.8,29.5,21.2
4050,2/1/2002,2,2002,0,28.8,26.5
4051,2/2/2002,2,2002,0,24.2,20.5
4052,2/3/2002,2,2002,0.2,26.7,19.6
4053,2/4/2002,2,2002,13,29.8,19.5
4054,2/5/2002,2,2002,8,29.5,21.5
4055,2/6/2002,2,2002,0,24.6,22
4056,2/7/2002,2,2002,0,29.7,19.5
4057,2/8/2002,2,2002,0,31.4,21
4058,2/9/2002,2,2002,0,27.3,19.4
4059,2/10/2002,2,2002,0,26.2,18.8
4060,2/11/2002,2,2002,6.4,28.6,18.5
4061,2/12/2002,2,2002,0,26.4,20
4062,2/13/2002,2,2002,0,27,19.5
4063,2/14/2002,2,2002,0,26.8,17.5
4064,2/15/2002,2,2002,9.6,29.2,20
4065,2/16/2002,2,2002,0,26.8,20.2
4066,2/17/2002,2,2002,0,24.2,19.5
4067,2/18/2002,2,2002,0,22.4,18.2
4068,2/19/2002,2,2002,0,27.7,15.8
4069,2/20/2002,2,2002,0.2,30,17.7
4070,2/21/2002,2,2002,2.6,30.9,22.1
4071,2/22/2002,2,2002,0,32.2,20.8
4072,2/23/2002,2,2002,0,27.2,18.6
4073,2/24/2002,2,2002,0,30.4,19
4074,2/25/2002,2,2002,1.8,29.4,19.4
4075,2/26/2002,2,2002,0.2,30.1,18
4076,2/27/2002,2,2002,0,30.2,17.5
4077,2/28/2002,2,2002,0,30.2,19.3
4078,3/1/2002,3,2002,0,29.8,17.5
4079,3/2/2002,3,2002,0,28,16.8
4080,3/3/2002,3,2002,0,30.6,19.5
4081,3/4/2002,3,2002,0,30,18.6
4082,3/5/2002,3,2002,0,28.5,19.6
4083,3/6/2002,3,2002,0,25.3,18.5
4084,3/7/2002,3,2002,14.8,26.5,18.8
4085,3/8/2002,3,2002,0,27.7,16.8
4086,3/9/2002,3,2002,0.1,29.6,19.5
4087,3/10/2002,3,2002,0.8,29.8,19.9
4088,3/11/2002,3,2002,0.6,29,21.5
4089,3/12/2002,3,2002,0,29,23.5
4090,3/13/2002,3,2002,0.5,28.3,22.5
4091,3/14/2002,3,2002,0,34.7,23.5
4092,3/15/2002,3,2002,0,34.5,20
4093,3/16/2002,3,2002,0,33.4,18.5
4094,3/17/2002,3,2002,0,32.2,17.7
4095,3/18/2002,3,2002,0,31.6,18.9
4096,3/19/2002,3,2002,0,33.5,21.1
4097,3/20/2002,3,2002,0,34.4,20.5
4098,3/21/2002,3,2002,0.6,32,23.5
4099,3/22/2002,3,2002,1.4,32,23.2
4100,3/23/2002,3,2002,2.8,29.2,22.7
4101,3/24/2002,3,2002,0,35,20.5
4102,3/25/2002,3,2002,0,-99,-99
4103,3/26/2002,3,2002,0,35.5,20.2
4104,3/27/2002,3,2002,0,35,25
4105,3/28/2002,3,2002,0,-99,-99
4106,3/29/2002,3,2002,0,35.2,21.8
4107,3/30/2002,3,2002,0,35.2,18.1
4108,3/31/2002,3,2002,0,35,22.2
4109,4/1/2002,4,2002,0,34.8,23.8
4110,4/2/2002,4,2002,0,34.6,23
4111,4/3/2002,4,2002,0,35.2,23.4
4112,4/4/2002,4,2002,0,35.2,22
4113,4/5/2002,4,2002,0,36.2,21.5
4114,4/6/2002,4,2002,0,35,21
4115,4/7/2002,4,2002,0,34.5,20.4
4116,4/8/2002,4,2002,0,34.2,18
4117,4/9/2002,4,2002,0,34.8,19.8
4118,4/10/2002,4,2002,0,34.7,23.6
4119,4/11/2002,4,2002,0,34.5,19.8
4120,4/12/2002,4,2002,0,33.5,24
4121,4/13/2002,4,2002,0,29.5,22
4122,4/14/2002,4,2002,0,34.8,20.5
4123,4/15/2002,4,2002,0,35,24
4124,4/16/2002,4,2002,0,34.8,22.1
4125,4/17/2002,4,2002,0,35,24
4126,4/18/2002,4,2002,0,35.3,22.3
4127,4/19/2002,4,2002,0,35,21.1
4128,4/20/2002,4,2002,0.1,34,22.8
4129,4/21/2002,4,2002,0,36.3,22.6
4130,4/22/2002,4,2002,9,34.4,24.8
4131,4/23/2002,4,2002,3,32.5,22.2
4132,4/24/2002,4,2002,0,34.6,20.8
4133,4/25/2002,4,2002,0,34.5,21.4
4134,4/26/2002,4,2002,0,32,22.5
4135,4/27/2002,4,2002,0.6,34.7,21.5
4136,4/28/2002,4,2002,0,35.8,22.1
4137,4/29/2002,4,2002,0,34.5,22
4138,4/30/2002,4,2002,0,34.5,22.8
4139,5/1/2002,5,2002,0,35,22.6
4140,5/2/2002,5,2002,18,35,21.5
4141,5/3/2002,5,2002,0,34.9,22
4142,5/4/2002,5,2002,0,34.5,23.5
4143,5/5/2002,5,2002,0,36.5,24.5
4144,5/6/2002,5,2002,0,37,23.5
4145,5/7/2002,5,2002,0,37.1,23.6
4146,5/8/2002,5,2002,0,37,26
4147,5/9/2002,5,2002,3.4,37.8,25.5
4148,5/10/2002,5,2002,0.2,37.6,24.5
4149,5/11/2002,5,2002,0,36.4,25
4150,5/12/2002,5,2002,0,38.1,25.5
4151,5/13/2002,5,2002,0,38,24.1
4152,5/14/2002,5,2002,0,37.8,25.8
4153,5/15/2002,5,2002,0,37,24
4154,5/16/2002,5,2002,35.6,36,25.2
4155,5/17/2002,5,2002,0,37.9,26.8
4156,5/18/2002,5,2002,3.2,31.5,25.8
4157,5/19/2002,5,2002,39.5,32.8,25
4158,5/20/2002,5,2002,0,37.5,23.8
4159,5/21/2002,5,2002,0,36.2,23.3
4160,5/22/2002,5,2002,4.2,34.5,24.8
4161,5/23/2002,5,2002,0,33,24.3
4162,5/24/2002,5,2002,0,27.3,24.8
4163,5/25/2002,5,2002,0,34,23.2
4164,5/26/2002,5,2002,0.1,32,23.5
4165,5/27/2002,5,2002,1,33,25
4166,5/28/2002,5,2002,0.1,35,23.5
4167,5/29/2002,5,2002,1.5,32,25
4168,5/30/2002,5,2002,0,35,24
4169,5/31/2002,5,2002,0,35.5,24.4
4170,6/1/2002,6,2002,0,36.7,24
4171,6/2/2002,6,2002,2,35,23.5
4172,6/3/2002,6,2002,4.6,34.9,24.8
4173,6/4/2002,6,2002,18.8,33,25.8
4174,6/5/2002,6,2002,39,33.8,25.5
4175,6/6/2002,6,2002,2.4,35.2,24
4176,6/7/2002,6,2002,0.2,34.5,25
4177,6/8/2002,6,2002,6.1,34.8,25.9
4178,6/9/2002,6,2002,0,35,24.9
4179,6/10/2002,6,2002,1,34.8,24.5
4180,6/11/2002,6,2002,26.6,36,24
4181,6/12/2002,6,2002,0,35,24.5
4182,6/13/2002,6,2002,0,35.2,24.7
4183,6/14/2002,6,2002,0,37.4,25.8
4184,6/15/2002,6,2002,0,37.5,24.5
4185,6/16/2002,6,2002,2.2,35.6,24
4186,6/17/2002,6,2002,0,35.5,25.8
4187,6/18/2002,6,2002,0,-99,-99
4188,6/19/2002,6,2002,0,37.8,24.8
4189,6/20/2002,6,2002,17.8,38,24.6
4190,6/21/2002,6,2002,21.6,32.3,25.8
4191,6/22/2002,6,2002,6.3,37.6,25.4
4192,6/23/2002,6,2002,0.2,37.5,24.8
4193,6/24/2002,6,2002,0,36.3,25.6
4194,6/25/2002,6,2002,0,37,25
4195,6/26/2002,6,2002,0.2,37.4,23.6
4196,6/27/2002,6,2002,0.2,37.4,24.5
4197,6/28/2002,6,2002,0,-99,-99
4198,6/29/2002,6,2002,0,37,25.9
4199,6/30/2002,6,2002,6.4,34.2,25.2
4200,7/1/2002,7,2002,0.3,35,24.5
4201,7/2/2002,7,2002,0,38.2,24.5
4202,7/3/2002,7,2002,0,37.6,24
4203,7/4/2002,7,2002,0.3,34.5,25.5
4204,7/5/2002,7,2002,0,33.9,25
4205,7/6/2002,7,2002,0,32,25
4206,7/7/2002,7,2002,1.9,35,25.5
4207,7/8/2002,7,2002,1,29,25.5
4208,7/9/2002,7,2002,0.8,35.1,24.5
4209,7/10/2002,7,2002,0,32.4,25
4210,7/11/2002,7,2002,1,36.7,23.6
4211,7/12/2002,7,2002,0,37,23.5
4212,7/13/2002,7,2002,35,37,25.9
4213,7/14/2002,7,2002,1.7,38,25.2
4214,7/15/2002,7,2002,0,37.8,25
4215,7/16/2002,7,2002,0,38.8,25.3
4216,7/17/2002,7,2002,0,38,25.2
4217,7/18/2002,7,2002,0,29,24
4218,7/19/2002,7,2002,4.5,31.2,24
4219,7/20/2002,7,2002,1.4,34.1,25.5
4220,7/21/2002,7,2002,0,34.8,25
4221,7/22/2002,7,2002,1.2,34.5,24.1
4222,7/23/2002,7,2002,1.2,32.3,24.4
4223,7/24/2002,7,2002,0.8,35,25.4
4224,7/25/2002,7,2002,0,34.7,24.5
4225,7/26/2002,7,2002,2.4,36.2,23.2
4226,7/27/2002,7,2002,4.8,35,21.9
4227,7/28/2002,7,2002,98.8,33.4,23
4228,7/29/2002,7,2002,17.6,26,24
4229,7/30/2002,7,2002,10.6,29,23
4230,7/31/2002,7,2002,0,34.5,24
4231,8/1/2002,8,2002,0,33,24.3
4232,8/2/2002,8,2002,0,33,24
4233,8/3/2002,8,2002,7.4,35.6,23.4
4234,8/4/2002,8,2002,0,35.8,23.5
4235,8/5/2002,8,2002,0,33,23.8
4236,8/6/2002,8,2002,0,33.2,24.5
4237,8/7/2002,8,2002,0,-99,-99
4238,8/8/2002,8,2002,0,32.6,23.2
4239,8/9/2002,8,2002,0,32,23.6
4240,8/10/2002,8,2002,11.1,28.6,24.6
4241,8/11/2002,8,2002,0,31,24
4242,8/12/2002,8,2002,10.4,30,23.5
4243,8/13/2002,8,2002,13.5,32.5,23.8
4244,8/14/2002,8,2002,0.2,34,24
4245,8/15/2002,8,2002,3.8,34,23
4246,8/16/2002,8,2002,8.2,32.5,24
4247,8/17/2002,8,2002,0,34.9,24.8
4248,8/18/2002,8,2002,0,32.8,23.5
4249,8/19/2002,8,2002,11,31.5,23
4250,8/20/2002,8,2002,2.8,34,23
4251,8/21/2002,8,2002,0,35,25
4252,8/22/2002,8,2002,0,33.2,24.8
4253,8/23/2002,8,2002,0,33,25
4254,8/24/2002,8,2002,0,35,23.5
4255,8/25/2002,8,2002,0,30,25.5
4256,8/26/2002,8,2002,0,35,25
4257,8/27/2002,8,2002,11.8,35.2,25.6
4258,8/28/2002,8,2002,0,35.1,25.2
4259,8/29/2002,8,2002,0,35,23.5
4260,8/30/2002,8,2002,0,33.2,24.9
4261,8/31/2002,8,2002,88.4,34,24
4262,9/1/2002,9,2002,0,34,24.5
4263,9/2/2002,9,2002,0,34.2,24.5
4264,9/3/2002,9,2002,0,30.6,26.6
4265,9/4/2002,9,2002,45,34.5,23.5
4266,9/5/2002,9,2002,0,34.2,25.2
