"id","d","m","y","pcp","max","min","pcp85","temp85"
56,"2/25/1991",2,1991,0.4,28.4,23.4,0.5292,"28.4,23.4"
57,"2/26/1991",2,1991,0,30.7,23.4,0,"30.7,23.4"
58,"2/27/1991",2,1991,0,33.4,23.1,0,"33.4,23.1"
59,"2/28/1991",2,1991,0,35.7,21.9,0,"35.7,21.9"
60,"3/1/1991",3,1991,0,36.3,21.9,0,"36.3,21.9"
61,"3/2/1991",3,1991,0,35.3,21.1,0,"35.3,21.1"
62,"3/3/1991",3,1991,0,35.7,20.9,0,"35.7,20.9"
63,"3/4/1991",3,1991,0,34.9,20.1,0,"34.9,20.1"
64,"3/5/1991",3,1991,0,35.9,23.9,0,"35.9,23.9"
65,"3/6/1991",3,1991,0,36.7,22.9,0,"36.7,22.9"
66,"3/7/1991",3,1991,0,35.9,20.4,0,"35.9,20.4"
67,"3/8/1991",3,1991,0,37.4,25.4,0,"37.4,25.4"
68,"3/9/1991",3,1991,0,37.1,19.9,0,"37.1,19.9"
69,"3/10/1991",3,1991,0,36.1,21.1,0,"36.1,21.1"
70,"3/11/1991",3,1991,0,36.9,20.9,0,"36.9,20.9"
71,"3/12/1991",3,1991,0,36.9,21.4,0,"36.9,21.4"
72,"3/13/1991",3,1991,0,34.1,22.1,0,"34.1,22.1"
73,"3/14/1991",3,1991,0.3,33.4,26.4,0.33,"33.4,26.4"
74,"3/15/1991",3,1991,0,33.9,25.1,0,"33.9,25.1"
75,"3/16/1991",3,1991,0,37.4,22.9,0,"37.4,22.9"
76,"3/17/1991",3,1991,0.8,34.4,25.7,0.88,"34.4,25.7"
77,"3/18/1991",3,1991,0,37.9,25.9,0,"37.9,25.9"
78,"3/19/1991",3,1991,0,39.1,23.9,0,"39.1,23.9"
79,"3/20/1991",3,1991,0,39.4,25.9,0,"39.4,25.9"
80,"3/21/1991",3,1991,0,37.7,23.4,0,"37.7,23.4"
81,"3/22/1991",3,1991,0,38.9,25.1,0,"38.9,25.1"
82,"3/23/1991",3,1991,0,38.9,26.4,0,"38.9,26.4"
83,"3/24/1991",3,1991,0,38.9,24.7,0,"38.9,24.7"
84,"3/25/1991",3,1991,0,39.4,25.7,0,"39.4,25.7"
85,"3/26/1991",3,1991,0,38.4,25.4,0,"38.4,25.4"
86,"3/27/1991",3,1991,0,38.4,23.4,0,"38.4,23.4"
87,"3/28/1991",3,1991,0,38.4,23.1,0,"38.4,23.1"
88,"3/29/1991",3,1991,0,37.4,23.9,0,"37.4,23.9"
89,"3/30/1991",3,1991,0,37.4,24.9,0,"37.4,24.9"
90,"3/31/1991",3,1991,0,39.9,21.9,0,"39.9,21.9"
91,"4/1/1991",4,1991,0,34.9,27.4,0,"34.9,27.4"
92,"4/2/1991",4,1991,70.6,29.9,26.4,77.66,"29.9,26.4"
93,"4/3/1991",4,1991,35,31.4,24.9,38.5,"31.4,24.9"
94,"4/4/1991",4,1991,4.4,33.4,25.9,4.84,"33.4,25.9"
95,"4/5/1991",4,1991,5.5,35.9,25.7,6.05,"35.9,25.7"
96,"4/6/1991",4,1991,25,37.4,25.7,27.5,"37.4,25.7"
97,"4/7/1991",4,1991,0,36.9,26.1,0,"36.9,26.1"
98,"4/8/1991",4,1991,0,38.9,27.9,0,"38.9,27.9"
99,"4/9/1991",4,1991,0,39.9,26.1,0,"39.9,26.1"
100,"4/10/1991",4,1991,0,39.9,27.9,0,"39.9,27.9"
101,"4/11/1991",4,1991,0,39.9,26.9,0,"39.9,26.9"
102,"4/12/1991",4,1991,0,40.4,26.9,0,"40.4,26.9"
103,"4/13/1991",4,1991,0,39.9,27.4,0,"39.9,27.4"
104,"4/14/1991",4,1991,0,38.9,27.9,0,"38.9,27.9"
105,"4/15/1991",4,1991,0,-99,26.7,0,"-99,26.7"
106,"4/16/1991",4,1991,0,-99,26.4,0,"-99,26.4"
107,"4/17/1991",4,1991,0,-99,26.9,0,"-99,26.9"
108,"4/18/1991",4,1991,0,-99,28.9,0,"-99,28.9"
109,"4/19/1991",4,1991,0,-99,-99,0,"-99,-99"
110,"4/20/1991",4,1991,12,-99,-99,13.2,"-99,-99"
111,"4/21/1991",4,1991,8.9,-99,-99,9.79,"-99,-99"
112,"4/22/1991",4,1991,4.5,-99,-99,4.95,"-99,-99"
113,"4/23/1991",4,1991,0.7,-99,-99,0.77,"-99,-99"
114,"4/24/1991",4,1991,0,-99,-99,0,"-99,-99"
115,"4/25/1991",4,1991,0.6,-99,-99,0.66,"-99,-99"
116,"4/26/1991",4,1991,0,-99,-99,0,"-99,-99"
117,"4/27/1991",4,1991,0,40.9,27.4,0,"40.9,27.4"
118,"4/28/1991",4,1991,0,-99,-99,0,"-99,-99"
119,"4/29/1991",4,1991,0,-99,-99,0,"-99,-99"
120,"4/30/1991",4,1991,0,-99,-99,0,"-99,-99"
121,"5/1/1991",5,1991,0,-99,-99,0,"-99,-99"
122,"5/2/1991",5,1991,5,-99,-99,5.5,"-99,-99"
123,"5/3/1991",5,1991,38.7,-99,-99,42.57,"-99,-99"
124,"5/4/1991",5,1991,0,-99,-99,0,"-99,-99"
125,"5/5/1991",5,1991,0,30.4,28.9,0,"30.4,28.9"
126,"5/6/1991",5,1991,0,31.9,29.9,0,"31.9,29.9"
127,"5/7/1991",5,1991,0,30.9,28.2,0,"30.9,28.2"
128,"5/8/1991",5,1991,0,30.9,28.4,0,"30.9,28.4"
129,"5/9/1991",5,1991,0,31.4,29.4,0,"31.4,29.4"
130,"5/10/1991",5,1991,0,29.4,28.9,0,"29.4,28.9"
131,"5/11/1991",5,1991,0,31.9,30.7,0,"31.9,30.7"
132,"5/12/1991",5,1991,0,31.9,30.4,0,"31.9,30.4"
133,"5/13/1991",5,1991,0,34.9,31.4,0,"34.9,31.4"
134,"5/14/1991",5,1991,0,36.1,34.4,0,"36.1,34.4"
135,"5/15/1991",5,1991,0,39.4,34.9,0,"39.4,34.9"
136,"5/16/1991",5,1991,0,38.4,34.9,0,"38.4,34.9"
137,"5/17/1991",5,1991,0,41.9,35.4,0,"41.9,35.4"
138,"5/18/1991",5,1991,0,39.4,37.4,0,"39.4,37.4"
139,"5/19/1991",5,1991,0,38.9,33.4,0,"38.9,33.4"
140,"5/20/1991",5,1991,0,37.9,34.9,0,"37.9,34.9"
141,"5/21/1991",5,1991,0,44.9,34.7,0,"44.9,34.7"
142,"5/22/1991",5,1991,0,37.4,32.9,0,"37.4,32.9"
143,"5/23/1991",5,1991,0,38.4,34.9,0,"38.4,34.9"
144,"5/24/1991",5,1991,0,37.4,33.9,0,"37.4,33.9"
145,"5/25/1991",5,1991,0,39.4,35.9,0,"39.4,35.9"
146,"5/26/1991",5,1991,0,39.4,35.9,0,"39.4,35.9"
147,"5/27/1991",5,1991,0,-99,-99,0,"-99,-99"
148,"5/28/1991",5,1991,0,-99,-99,0,"-99,-99"
149,"5/29/1991",5,1991,0,40.4,29.4,0,"40.4,29.4"
150,"5/30/1991",5,1991,0,40.9,27.9,0,"40.9,27.9"
151,"5/31/1991",5,1991,0,27.9,26.9,0,"27.9,26.9"
152,"6/1/1991",6,1991,0,33.8,29.8,0,"33.8,29.8"
153,"6/2/1991",6,1991,0,42.3,28.3,0,"42.3,28.3"
154,"6/3/1991",6,1991,2.2,38.3,28.3,1.7248,"38.3,28.3"
155,"6/4/1991",6,1991,0,41.8,27.3,0,"41.8,27.3"
156,"6/5/1991",6,1991,0,41.8,27.3,0,"41.8,27.3"
157,"6/6/1991",6,1991,0,42.8,26.3,0,"42.8,26.3"
158,"6/7/1991",6,1991,0,40.8,28.8,0,"40.8,28.8"
159,"6/8/1991",6,1991,0,41.3,28.3,0,"41.3,28.3"
160,"6/9/1991",6,1991,0,41.3,29.3,0,"41.3,29.3"
161,"6/10/1991",6,1991,0,42.3,27.3,0,"42.3,27.3"
162,"6/11/1991",6,1991,0,42.8,26.8,0,"42.8,26.8"
163,"6/12/1991",6,1991,0,42.3,29.3,0,"42.3,29.3"
164,"6/13/1991",6,1991,0,42.3,28.3,0,"42.3,28.3"
165,"6/14/1991",6,1991,0.6,42.3,28.3,0.4704,"42.3,28.3"
166,"6/15/1991",6,1991,0,39.3,29.3,0,"39.3,29.3"
167,"6/16/1991",6,1991,0,41.3,28.8,0,"41.3,28.8"
168,"6/17/1991",6,1991,0,-99,30.3,0,"-99,30.3"
169,"6/18/1991",6,1991,0,43.8,30.8,0,"43.8,30.8"
170,"6/19/1991",6,1991,5.2,44.8,31.3,4.0768,"44.8,31.3"
171,"6/20/1991",6,1991,3,41.8,30.3,2.352,"41.8,30.3"
172,"6/21/1991",6,1991,0,41.3,30.3,0,"41.3,30.3"
173,"6/22/1991",6,1991,0,40.3,30.3,0,"40.3,30.3"
174,"6/23/1991",6,1991,0,41.3,30.3,0,"41.3,30.3"
175,"6/24/1991",6,1991,0,42.8,31.3,0,"42.8,31.3"
176,"6/25/1991",6,1991,0,43.3,29.8,0,"43.3,29.8"
177,"6/26/1991",6,1991,0,44.3,29.3,0,"44.3,29.3"
178,"6/27/1991",6,1991,4.5,38.3,29.8,3.528,"38.3,29.8"
179,"6/28/1991",6,1991,0,40.3,27.8,0,"40.3,27.8"
180,"6/29/1991",6,1991,5.3,41.8,30.3,4.1552,"41.8,30.3"
181,"6/30/1991",6,1991,0,41.3,29.3,0,"41.3,29.3"
182,"7/1/1991",7,1991,0,-99,29.3,0,"-99,29.3"
183,"7/2/1991",7,1991,0,42.8,29.8,0,"42.8,29.8"
184,"7/3/1991",7,1991,2.2,43.3,29.5,1.7248,"43.3,29.5"
185,"7/4/1991",7,1991,0,42.8,28.3,0,"42.8,28.3"
186,"7/5/1991",7,1991,0,42.8,28.3,0,"42.8,28.3"
187,"7/6/1991",7,1991,0,43.8,29.5,0,"43.8,29.5"
188,"7/7/1991",7,1991,0,44.3,30.8,0,"44.3,30.8"
189,"7/8/1991",7,1991,0.9,43.3,28.3,0.7056,"43.3,28.3"
190,"7/9/1991",7,1991,0,39.3,29.3,0,"39.3,29.3"
191,"7/10/1991",7,1991,8.1,42.3,28.3,6.3504,"42.3,28.3"
192,"7/11/1991",7,1991,0,37.3,29.3,0,"37.3,29.3"
193,"7/12/1991",7,1991,0,39.8,29.3,0,"39.8,29.3"
194,"7/13/1991",7,1991,0,39.3,28.8,0,"39.3,28.8"
195,"7/14/1991",7,1991,4.5,40.3,27.3,3.528,"40.3,27.3"
196,"7/15/1991",7,1991,8.8,41.3,27.3,6.8992,"41.3,27.3"
197,"7/16/1991",7,1991,0,42.3,29.3,0,"42.3,29.3"
198,"7/17/1991",7,1991,0,-99,29.8,0,"-99,29.8"
199,"7/18/1991",7,1991,12,-99,28.3,9.408,"-99,28.3"
200,"7/19/1991",7,1991,26.8,-99,30.8,21.0112,"-99,30.8"
201,"7/20/1991",7,1991,29.8,40.8,28.3,23.3632,"40.8,28.3"
202,"7/21/1991",7,1991,71.2,39.3,28.3,55.8208,"39.3,28.3"
203,"7/22/1991",7,1991,50.6,34.3,30.3,39.6704,"34.3,30.3"
204,"7/23/1991",7,1991,1.8,30.8,29.8,1.4112,"30.8,29.8"
205,"7/24/1991",7,1991,7.5,38.3,29.3,5.88,"38.3,29.3"
206,"7/25/1991",7,1991,0,38.3,28.3,0,"38.3,28.3"
207,"7/26/1991",7,1991,0,38.3,27.8,0,"38.3,27.8"
208,"7/27/1991",7,1991,4,38.8,29.3,3.136,"38.8,29.3"
209,"7/28/1991",7,1991,0.4,34.8,29.8,0.3136,"34.8,29.8"
210,"7/29/1991",7,1991,0.4,38.3,28.3,0.3136,"38.3,28.3"
211,"7/30/1991",7,1991,0,-99,30.3,0,"-99,30.3"
212,"7/31/1991",7,1991,0,-99,29.3,0,"-99,29.3"
213,"8/1/1991",8,1991,24.7,-99,29.3,19.3648,"-99,29.3"
214,"8/2/1991",8,1991,10.6,-99,27.3,8.3104,"-99,27.3"
215,"8/3/1991",8,1991,18,31.3,28.8,14.112,"31.3,28.8"
216,"8/4/1991",8,1991,0,-99,28.3,0,"-99,28.3"
217,"8/5/1991",8,1991,0,-99,28.3,0,"-99,28.3"
218,"8/6/1991",8,1991,0,-99,29.3,0,"-99,29.3"
219,"8/7/1991",8,1991,0,-99,29.3,0,"-99,29.3"
220,"8/8/1991",8,1991,0,-99,29.3,0,"-99,29.3"
221,"8/9/1991",8,1991,0,-99,28.3,0,"-99,28.3"
222,"8/10/1991",8,1991,19.5,-99,-99,15.288,"-99,-99"
223,"8/11/1991",8,1991,76.2,-99,-99,59.7408,"-99,-99"
224,"8/12/1991",8,1991,25.1,-99,28.8,19.6784,"-99,28.8"
225,"8/13/1991",8,1991,0,-99,-99,0,"-99,-99"
226,"8/14/1991",8,1991,0,-99,30.3,0,"-99,30.3"
227,"8/15/1991",8,1991,0,37.3,28.3,0,"37.3,28.3"
228,"8/16/1991",8,1991,0,38.8,28.8,0,"38.8,28.8"
229,"8/17/1991",8,1991,0,38.8,28.8,0,"38.8,28.8"
230,"8/18/1991",8,1991,0,-99,-99,0,"-99,-99"
231,"8/19/1991",8,1991,3.6,-99,-99,2.8224,"-99,-99"
232,"8/20/1991",8,1991,43.8,40.3,-99,34.3392,"40.3,-99"
233,"8/21/1991",8,1991,19.1,38.3,29.8,14.9744,"38.3,29.8"
234,"8/22/1991",8,1991,0,-99,28.8,0,"-99,28.8"
235,"8/23/1991",8,1991,3.7,-99,28.8,2.9008,"-99,28.8"
236,"8/24/1991",8,1991,4.3,-99,28.3,3.3712,"-99,28.3"
237,"8/25/1991",8,1991,30.2,-99,28.3,23.6768,"-99,28.3"
238,"8/26/1991",8,1991,0,-99,28.3,0,"-99,28.3"
239,"8/27/1991",8,1991,0,34.3,30.3,0,"34.3,30.3"
240,"8/28/1991",8,1991,0,36.3,29.3,0,"36.3,29.3"
241,"8/29/1991",8,1991,3.7,39.8,28.8,2.9008,"39.8,28.8"
242,"8/30/1991",8,1991,0,39.3,28.8,0,"39.3,28.8"
243,"8/31/1991",8,1991,0,39.3,29.3,0,"39.3,29.3"
244,"9/1/1991",9,1991,21.8,40.1,30.1,23.108,"40.1,30.1"
245,"9/2/1991",9,1991,0,40.1,30.1,0,"40.1,30.1"
246,"9/3/1991",9,1991,0,33.6,28.6,0,"33.6,28.6"
247,"9/4/1991",9,1991,0,38.1,28.6,0,"38.1,28.6"
248,"9/5/1991",9,1991,0,38.1,29.1,0,"38.1,29.1"
249,"9/6/1991",9,1991,0,38.1,28.6,0,"38.1,28.6"
250,"9/7/1991",9,1991,30.9,38.6,28.6,32.754,"38.6,28.6"
251,"9/8/1991",9,1991,0,40.6,29.1,0,"40.6,29.1"
252,"9/9/1991",9,1991,16.7,40.6,29.6,17.702,"40.6,29.6"
253,"9/10/1991",9,1991,0.4,-99,29.1,0.424,"-99,29.1"
254,"9/11/1991",9,1991,70,39.1,29.1,74.2,"39.1,29.1"
255,"9/12/1991",9,1991,0,38.6,30.1,0,"38.6,30.1"
256,"9/13/1991",9,1991,0,39.1,29.1,0,"39.1,29.1"
257,"9/14/1991",9,1991,1.8,37.6,28.6,1.908,"37.6,28.6"
258,"9/15/1991",9,1991,0.6,38.1,29.6,0.636,"38.1,29.6"
259,"9/16/1991",9,1991,0,35.1,28.1,0,"35.1,28.1"
260,"9/17/1991",9,1991,0,32.1,29.1,0,"32.1,29.1"
261,"9/18/1991",9,1991,0,38.1,29.1,0,"38.1,29.1"
262,"9/19/1991",9,1991,0,38.6,29.1,0,"38.6,29.1"
263,"9/20/1991",9,1991,0,39.1,28.1,0,"39.1,28.1"
264,"9/21/1991",9,1991,12.5,40.1,28.1,13.25,"40.1,28.1"
265,"9/22/1991",9,1991,34,37.1,29.1,36.04,"37.1,29.1"
266,"9/23/1991",9,1991,0,36.1,27.6,0,"36.1,27.6"
267,"9/24/1991",9,1991,0,37.6,28.1,0,"37.6,28.1"
268,"9/25/1991",9,1991,0,38.1,28.3,0,"38.1,28.3"
269,"9/26/1991",9,1991,0,39.6,28.6,0,"39.6,28.6"
270,"9/27/1991",9,1991,0,40.1,28.1,0,"40.1,28.1"
271,"9/28/1991",9,1991,1.8,38.1,27.6,1.908,"38.1,27.6"
272,"9/29/1991",9,1991,0,39.1,-99,0,"39.1,-99"
273,"9/30/1991",9,1991,0,-99,27.6,0,"-99,27.6"
274,"10/1/1991",10,1991,0,-99,-99,0,"-99,-99"
275,"10/2/1991",10,1991,0.1,39.6,28.1,0.106,"39.6,28.1"
276,"10/3/1991",10,1991,1.8,40.1,29.1,1.908,"40.1,29.1"
277,"10/4/1991",10,1991,0,36.6,28.1,0,"36.6,28.1"
278,"10/5/1991",10,1991,0,37.6,28.1,0,"37.6,28.1"
279,"10/6/1991",10,1991,2.5,38.1,28.1,2.65,"38.1,28.1"
280,"10/7/1991",10,1991,0,38.1,27.6,0,"38.1,27.6"
281,"10/8/1991",10,1991,0,36.6,27.6,0,"36.6,27.6"
282,"10/9/1991",10,1991,0,-99,26.6,0,"-99,26.6"
283,"10/10/1991",10,1991,0,37.1,-99,0,"37.1,-99"
284,"10/11/1991",10,1991,0,38.1,28.6,0,"38.1,28.6"
285,"10/12/1991",10,1991,1.9,38.1,27.1,2.014,"38.1,27.1"
286,"10/13/1991",10,1991,1.6,38.1,28.3,1.696,"38.1,28.3"
287,"10/14/1991",10,1991,3.9,36.6,29.1,4.134,"36.6,29.1"
288,"10/15/1991",10,1991,0.5,38.1,28.1,0.53,"38.1,28.1"
289,"10/16/1991",10,1991,0,37.1,27.6,0,"37.1,27.6"
290,"10/17/1991",10,1991,0,37.1,27.3,0,"37.1,27.3"
291,"10/18/1991",10,1991,0,38.6,27.1,0,"38.6,27.1"
292,"10/19/1991",10,1991,0,38.1,25.6,0,"38.1,25.6"
293,"10/20/1991",10,1991,0,-99,27.1,0,"-99,27.1"
294,"10/21/1991",10,1991,7.2,-99,25.6,7.632,"-99,25.6"
295,"10/22/1991",10,1991,7.6,36.1,26.3,8.056,"36.1,26.3"
296,"10/23/1991",10,1991,0,37.1,27.1,0,"37.1,27.1"
297,"10/24/1991",10,1991,0,37.1,27.1,0,"37.1,27.1"
298,"10/25/1991",10,1991,0,33.1,28.1,0,"33.1,28.1"
299,"10/26/1991",10,1991,7.8,36.1,26.6,8.268,"36.1,26.6"
300,"10/27/1991",10,1991,16.1,32.1,27.6,17.066,"32.1,27.6"
301,"10/28/1991",10,1991,14.6,29.6,29.1,15.476,"29.6,29.1"
302,"10/29/1991",10,1991,0.3,32.1,29.1,0.318,"32.1,29.1"
303,"10/30/1991",10,1991,0,-99,29.6,0,"-99,29.6"
304,"10/31/1991",10,1991,0,-99,-99,0,"-99,-99"
305,"11/1/1991",11,1991,8.01,-99,-99,8.4906,"-99,-99"
306,"11/2/1991",11,1991,7.65,30.6,26.1,8.109,"30.6,26.1"
307,"11/3/1991",11,1991,0.98,32.1,26.1,1.0388,"32.1,26.1"
308,"11/4/1991",11,1991,0.85,33.6,27.1,0.901,"33.6,27.1"
309,"11/5/1991",11,1991,32.87,34.6,25.1,34.8422,"34.6,25.1"
310,"11/6/1991",11,1991,19.14,29.3,26.1,20.2884,"29.3,26.1"
311,"11/7/1991",11,1991,11.93,33.1,26.1,12.6458,"33.1,26.1"
312,"11/8/1991",11,1991,1.53,33.1,27.6,1.6218,"33.1,27.6"
313,"11/9/1991",11,1991,10.96,32.1,25.1,11.6176,"32.1,25.1"
314,"11/10/1991",11,1991,5.79,32.1,25.1,6.1374,"32.1,25.1"
315,"11/11/1991",11,1991,8.65,31.1,24.1,9.169,"31.1,24.1"
316,"11/12/1991",11,1991,71,31.1,26.6,75.26,"31.1,26.6"
317,"11/13/1991",11,1991,2.03,26.1,25.1,2.1518,"26.1,25.1"
318,"11/14/1991",11,1991,2.78,38.1,25.1,2.9468,"38.1,25.1"
319,"11/15/1991",11,1991,10.38,38.1,28.1,11.0028,"38.1,28.1"
320,"11/16/1991",11,1991,42.61,30.1,26.1,45.1666,"30.1,26.1"
321,"11/17/1991",11,1991,97.08,27.6,25.6,102.9048,"27.6,25.6"
322,"11/18/1991",11,1991,21.65,28.1,25.6,22.949,"28.1,25.6"
323,"11/19/1991",11,1991,25.07,31.3,26.1,26.5742,"31.3,26.1"
324,"11/20/1991",11,1991,8.15,34.1,25.9,8.639,"34.1,25.9"
325,"11/21/1991",11,1991,12.19,34.1,26.1,12.9214,"34.1,26.1"
326,"11/22/1991",11,1991,13.39,33.1,25.1,14.1934,"33.1,25.1"
327,"11/23/1991",11,1991,12.02,33.1,25.6,12.7412,"33.1,25.6"
328,"11/24/1991",11,1991,16.8,33.1,24.6,17.808,"33.1,24.6"
329,"11/25/1991",11,1991,13.29,37.6,24.1,14.0874,"37.6,24.1"
330,"11/26/1991",11,1991,27.32,29.1,24.1,28.9592,"29.1,24.1"
331,"11/27/1991",11,1991,48.01,29.6,25.9,50.8906,"29.6,25.9"
332,"11/28/1991",11,1991,0.2,31.1,25.1,0.212,"31.1,25.1"
333,"11/29/1991",11,1991,1.23,31.9,26.1,1.3038,"31.9,26.1"
334,"11/30/1991",11,1991,10.4,32.1,26.6,11.024,"32.1,26.6"
335,"12/1/1991",12,1991,13.37,31.9,25.4,17.68851,"31.9,25.4"
336,"12/2/1991",12,1991,1.69,31.9,25.9,2.23587,"31.9,25.9"
337,"12/3/1991",12,1991,5.83,-99,21.9,7.71309,"-99,21.9"
338,"12/4/1991",12,1991,0.92,25.9,23.4,1.21716,"25.9,23.4"
339,"12/5/1991",12,1991,0.27,30.5,21.9,0.35721,"30.5,21.9"
340,"12/6/1991",12,1991,4.61,30.9,20.4,6.09903,"30.9,20.4"
341,"12/7/1991",12,1991,12.61,35.1,22.9,16.68303,"35.1,22.9"
342,"12/8/1991",12,1991,17.56,32.4,23.9,23.23188,"32.4,23.9"
343,"12/9/1991",12,1991,30.8,-99,22.7,40.7484,"-99,22.7"
344,"12/10/1991",12,1991,9.74,25.9,24.9,12.88602,"25.9,24.9"
345,"12/11/1991",12,1991,16.52,-99,23.9,21.85596,"-99,23.9"
346,"12/12/1991",12,1991,11.3,28.9,24.9,14.9499,"28.9,24.9"
347,"12/13/1991",12,1991,26.69,30.7,23.9,35.31087,"30.7,23.9"
348,"12/14/1991",12,1991,20.6,26.4,23.4,27.2538,"26.4,23.4"
349,"12/15/1991",12,1991,5.82,-99,23.9,7.69986,"-99,23.9"
350,"12/16/1991",12,1991,19.73,30.4,-99,26.10279,"30.4,-99"
351,"12/17/1991",12,1991,4.06,29.9,23.9,5.37138,"29.9,23.9"
352,"12/18/1991",12,1991,1.42,32.7,24.9,1.87866,"32.7,24.9"
353,"12/19/1991",12,1991,12.26,31.9,22.7,16.21998,"31.9,22.7"
354,"12/20/1991",12,1991,18.56,-99,25.7,24.55488,"-99,25.7"
355,"12/21/1991",12,1991,40.52,27.3,23.9,53.60796,"27.3,23.9"
356,"12/22/1991",12,1991,11.95,-99,24.4,15.80985,"-99,24.4"
357,"12/23/1991",12,1991,3.19,30.9,24.4,4.22037,"30.9,24.4"
358,"12/24/1991",12,1991,0.07,31.9,22.5,0.09261,"31.9,22.5"
359,"12/25/1991",12,1991,0.58,-99,24.5,0.76734,"-99,24.5"
360,"12/26/1991",12,1991,5.49,32.9,22.7,7.26327,"32.9,22.7"
361,"12/27/1991",12,1991,5.83,32.3,24.5,7.71309,"32.3,24.5"
362,"12/28/1991",12,1991,0.59,32.4,23.9,0.78057,"32.4,23.9"
363,"12/29/1991",12,1991,8.55,-99,25.5,11.31165,"-99,25.5"
