"id","d","m","y","pcp","max","min","pcp85","temp85"
1522,"3/2/1995",3,1995,4,33,25.2,4.4,"33,25.2"
1523,"3/3/1995",3,1995,4,34.9,24.4,4.4,"34.9,24.4"
1524,"3/4/1995",3,1995,6,35.1,24.6,6.6,"35.1,24.6"
1525,"3/5/1995",3,1995,14,39.7,21.9,15.4,"39.7,21.9"
1526,"3/6/1995",3,1995,0,29.4,21.9,0,"29.4,21.9"
1527,"3/7/1995",3,1995,3,-99,22.9,3.3,"-99,22.9"
1528,"3/8/1995",3,1995,4,34.3,23.2,4.4,"34.3,23.2"
1529,"3/9/1995",3,1995,3,35.3,24.2,3.3,"35.3,24.2"
1530,"3/10/1995",3,1995,2,36.4,23.7,2.2,"36.4,23.7"
1531,"3/11/1995",3,1995,6,35.9,24.4,6.6,"35.9,24.4"
1532,"3/12/1995",3,1995,3,35,24.5,3.3,"35,24.5"
1533,"3/13/1995",3,1995,3,-99,-99,3.3,"-99,-99"
1534,"3/14/1995",3,1995,2,35.9,26.3,2.2,"35.9,26.3"
1535,"3/15/1995",3,1995,5,37.2,28.9,5.5,"37.2,28.9"
1536,"3/16/1995",3,1995,4,37.3,25.8,4.4,"37.3,25.8"
1537,"3/17/1995",3,1995,6,38.2,27.4,6.6,"38.2,27.4"
1538,"3/18/1995",3,1995,3,37.8,26.3,3.3,"37.8,26.3"
1539,"3/19/1995",3,1995,3,37.5,24.4,3.3,"37.5,24.4"
1540,"3/20/1995",3,1995,7,37.3,22.9,7.7,"37.3,22.9"
1541,"3/21/1995",3,1995,6,35.5,23.7,6.6,"35.5,23.7"
1542,"3/22/1995",3,1995,4,37.9,22.9,4.4,"37.9,22.9"
1543,"3/23/1995",3,1995,4,37.7,24.3,4.4,"37.7,24.3"
1544,"3/24/1995",3,1995,5,37.9,23.4,5.5,"37.9,23.4"
1545,"3/25/1995",3,1995,4,36.2,25.2,4.4,"36.2,25.2"
1546,"3/26/1995",3,1995,10,36.2,25.2,11,"36.2,25.2"
1547,"3/27/1995",3,1995,0,29.9,27.2,0,"29.9,27.2"
1548,"3/28/1995",3,1995,3,31.1,25.9,3.3,"31.1,25.9"
1549,"3/29/1995",3,1995,4,35.4,26.4,4.4,"35.4,26.4"
1550,"3/30/1995",3,1995,7,37.5,26.7,7.7,"37.5,26.7"
1551,"3/31/1995",3,1995,4,40.1,27,4.4,"40.1,27"
1552,"4/1/1995",4,1995,5,38.7,26.7,5.5,"38.7,26.7"
1553,"4/2/1995",4,1995,8,39.7,24.4,8.8,"39.7,24.4"
1554,"4/3/1995",4,1995,10,38.6,28.9,11,"38.6,28.9"
1555,"4/4/1995",4,1995,7,36.8,27,7.7,"36.8,27"
1556,"4/5/1995",4,1995,3,37.9,27.2,3.3,"37.9,27.2"
1557,"4/6/1995",4,1995,6,33.9,26,6.6,"33.9,26"
1558,"4/7/1995",4,1995,7,40,27.4,7.7,"40,27.4"
1559,"4/8/1995",4,1995,2,35.9,29.3,2.2,"35.9,29.3"
1560,"4/9/1995",4,1995,3,39.2,27.4,3.3,"39.2,27.4"
1561,"4/10/1995",4,1995,4,37.7,23.9,4.4,"37.7,23.9"
1562,"4/11/1995",4,1995,6,39.1,32.4,6.6,"39.1,32.4"
1563,"4/12/1995",4,1995,4,40.4,25.4,4.4,"40.4,25.4"
1564,"4/13/1995",4,1995,8,39.9,24.4,8.8,"39.9,24.4"
1565,"4/14/1995",4,1995,6,40.1,29.7,6.6,"40.1,29.7"
1566,"4/15/1995",4,1995,6,40.2,27.9,6.6,"40.2,27.9"
1567,"4/16/1995",4,1995,3,40.4,28.6,3.3,"40.4,28.6"
1568,"4/17/1995",4,1995,5,39.3,27.8,5.5,"39.3,27.8"
1569,"4/18/1995",4,1995,6,40.9,28.3,6.6,"40.9,28.3"
1570,"4/19/1995",4,1995,6,40.6,28.3,6.6,"40.6,28.3"
1571,"4/20/1995",4,1995,5,40.3,28.9,5.5,"40.3,28.9"
1572,"4/21/1995",4,1995,4,39.6,28.9,4.4,"39.6,28.9"
1573,"4/22/1995",4,1995,3,39.9,25.7,3.3,"39.9,25.7"
1574,"4/23/1995",4,1995,3,40.4,24.4,3.3,"40.4,24.4"
1575,"4/24/1995",4,1995,3,39.4,28.5,3.3,"39.4,28.5"
1576,"4/25/1995",4,1995,4,36.7,26.8,4.4,"36.7,26.8"
1577,"4/26/1995",4,1995,3,39.4,29.7,3.3,"39.4,29.7"
1578,"4/27/1995",4,1995,4,39.1,28,4.4,"39.1,28"
1579,"4/28/1995",4,1995,2,39,28.4,2.2,"39,28.4"
1580,"4/29/1995",4,1995,3,39.2,27.9,3.3,"39.2,27.9"
1581,"4/30/1995",4,1995,4,38.9,25.9,4.4,"38.9,25.9"
1582,"5/1/1995",5,1995,0,-99,-99,0,"-99,-99"
1583,"5/2/1995",5,1995,0,-99,-99,0,"-99,-99"
1584,"5/3/1995",5,1995,13.4,-99,-99,14.74,"-99,-99"
1585,"5/4/1995",5,1995,0,-99,-99,0,"-99,-99"
1586,"5/5/1995",5,1995,0,-99,-99,0,"-99,-99"
1587,"5/6/1995",5,1995,0,40.9,28.9,0,"40.9,28.9"
1588,"5/7/1995",5,1995,21.4,41.3,29.9,23.54,"41.3,29.9"
1589,"5/8/1995",5,1995,0.2,39.7,28.5,0.22,"39.7,28.5"
1590,"5/9/1995",5,1995,0,38.4,27.4,0,"38.4,27.4"
1591,"5/10/1995",5,1995,0,36.5,26.7,0,"36.5,26.7"
1592,"5/11/1995",5,1995,0,34.4,26.1,0,"34.4,26.1"
1593,"5/12/1995",5,1995,9.1,34.2,28.3,10.01,"34.2,28.3"
1594,"5/13/1995",5,1995,0.5,32.9,25.4,0.55,"32.9,25.4"
1595,"5/14/1995",5,1995,0,34.3,26.2,0,"34.3,26.2"
1596,"5/15/1995",5,1995,0,35.1,28.4,0,"35.1,28.4"
1597,"5/16/1995",5,1995,4.1,36.3,28.5,4.51,"36.3,28.5"
1598,"5/17/1995",5,1995,0,38.1,29.5,0,"38.1,29.5"
1599,"5/18/1995",5,1995,32.2,38.4,29.5,35.42,"38.4,29.5"
1600,"5/19/1995",5,1995,0,38.8,28.8,0,"38.8,28.8"
1601,"5/20/1995",5,1995,0,37.7,31.8,0,"37.7,31.8"
1602,"5/21/1995",5,1995,0,38.6,26.8,0,"38.6,26.8"
1603,"5/22/1995",5,1995,0,37.2,27.9,0,"37.2,27.9"
1604,"5/23/1995",5,1995,0,38.4,29.5,0,"38.4,29.5"
1605,"5/24/1995",5,1995,0,-99,-99,0,"-99,-99"
1606,"5/25/1995",5,1995,0,35.4,26.1,0,"35.4,26.1"
1607,"5/26/1995",5,1995,2,37.6,27.8,2.2,"37.6,27.8"
1608,"5/27/1995",5,1995,0,37.9,26.4,0,"37.9,26.4"
1609,"5/28/1995",5,1995,0.8,36.7,28.2,0.88,"36.7,28.2"
1610,"5/29/1995",5,1995,0,35.3,27.2,0,"35.3,27.2"
1611,"5/30/1995",5,1995,7.8,36.4,28.5,8.58,"36.4,28.5"
1612,"5/31/1995",5,1995,0,-99,-99,0,"-99,-99"
1613,"6/1/1995",6,1995,0,38,28.2,0,"38,28.2"
1614,"6/2/1995",6,1995,0,37.5,29.3,0,"37.5,29.3"
1615,"6/3/1995",6,1995,13.4,35.1,27.3,10.5056,"35.1,27.3"
1616,"6/4/1995",6,1995,0,38.1,29.6,0,"38.1,29.6"
1617,"6/5/1995",6,1995,0,38.1,30.3,0,"38.1,30.3"
1618,"6/6/1995",6,1995,0,38.1,27.5,0,"38.1,27.5"
1619,"6/7/1995",6,1995,21.4,37.9,27.5,16.7776,"37.9,27.5"
1620,"6/8/1995",6,1995,0.2,37.8,27.3,0.1568,"37.8,27.3"
1621,"6/9/1995",6,1995,0,39,28.3,0,"39,28.3"
1622,"6/10/1995",6,1995,0,38.3,29.2,0,"38.3,29.2"
1623,"6/11/1995",6,1995,0,38.2,30,0,"38.2,30"
1624,"6/12/1995",6,1995,9.1,40.3,26.5,7.1344,"40.3,26.5"
1625,"6/13/1995",6,1995,0.5,38.1,26.5,0.392,"38.1,26.5"
1626,"6/14/1995",6,1995,0,38.5,28.1,0,"38.5,28.1"
1627,"6/15/1995",6,1995,0,38.9,29.6,0,"38.9,29.6"
1628,"6/16/1995",6,1995,4.1,38.8,29.5,3.2144,"38.8,29.5"
1629,"6/17/1995",6,1995,0,40.3,27.8,0,"40.3,27.8"
1630,"6/18/1995",6,1995,32.2,40.8,30.1,25.2448,"40.8,30.1"
1631,"6/19/1995",6,1995,0,41.1,26.8,0,"41.1,26.8"
1632,"6/20/1995",6,1995,0,38.6,29,0,"38.6,29"
1633,"6/21/1995",6,1995,0,39.1,28.5,0,"39.1,28.5"
1634,"6/22/1995",6,1995,0,39.7,30.8,0,"39.7,30.8"
1635,"6/23/1995",6,1995,0,39.7,29.8,0,"39.7,29.8"
1636,"6/24/1995",6,1995,0,40.2,29.6,0,"40.2,29.6"
1637,"6/25/1995",6,1995,0,40.2,29.8,0,"40.2,29.8"
1638,"6/26/1995",6,1995,2,40.6,28.3,1.568,"40.6,28.3"
1639,"6/27/1995",6,1995,0,40.3,28.3,0,"40.3,28.3"
1640,"6/28/1995",6,1995,0.8,39.1,29.6,0.6272,"39.1,29.6"
1641,"6/29/1995",6,1995,0,39,29,0,"39,29"
1642,"6/30/1995",6,1995,7.8,38,28.8,6.1152,"38,28.8"
1643,"7/1/1995",7,1995,1.3,37,28.6,1.0192,"37,28.6"
1644,"7/2/1995",7,1995,19,36.6,27.8,14.896,"36.6,27.8"
1645,"7/3/1995",7,1995,12.2,37.9,26.2,9.5648,"37.9,26.2"
1646,"7/4/1995",7,1995,0,37.3,29.8,0,"37.3,29.8"
1647,"7/5/1995",7,1995,1.2,34.5,28.4,0.9408,"34.5,28.4"
1648,"7/6/1995",7,1995,11.3,35.6,27.8,8.8592,"35.6,27.8"
1649,"7/7/1995",7,1995,45.9,32.5,26.3,35.9856,"32.5,26.3"
1650,"7/8/1995",7,1995,0,34.6,28.8,0,"34.6,28.8"
1651,"7/9/1995",7,1995,10.8,37.8,27.3,8.4672,"37.8,27.3"
1652,"7/10/1995",7,1995,0,36.8,29,0,"36.8,29"
1653,"7/11/1995",7,1995,0.6,36.8,28.9,0.4704,"36.8,28.9"
1654,"7/12/1995",7,1995,0,35.9,27.5,0,"35.9,27.5"
1655,"7/13/1995",7,1995,1.6,37.8,26.3,1.2544,"37.8,26.3"
1656,"7/14/1995",7,1995,0,35.9,29,0,"35.9,29"
1657,"7/15/1995",7,1995,0,37.8,28.3,0,"37.8,28.3"
1658,"7/16/1995",7,1995,0,38.2,29.3,0,"38.2,29.3"
1659,"7/17/1995",7,1995,0,38.3,27.8,0,"38.3,27.8"
1660,"7/18/1995",7,1995,2,38.5,29.8,1.568,"38.5,29.8"
1661,"7/19/1995",7,1995,0,37.5,29.2,0,"37.5,29.2"
1662,"7/20/1995",7,1995,2.1,38.4,29,1.6464,"38.4,29"
1663,"7/21/1995",7,1995,0,38.6,28.6,0,"38.6,28.6"
1664,"7/22/1995",7,1995,64,36.8,28.5,50.176,"36.8,28.5"
1665,"7/23/1995",7,1995,6.6,36.6,28.6,5.1744,"36.6,28.6"
1666,"7/24/1995",7,1995,5.8,36.9,28.6,4.5472,"36.9,28.6"
1667,"7/25/1995",7,1995,0,36.8,27.7,0,"36.8,27.7"
1668,"7/26/1995",7,1995,13,37.7,28.3,10.192,"37.7,28.3"
1669,"7/27/1995",7,1995,84,32.4,26.7,65.856,"32.4,26.7"
1670,"7/28/1995",7,1995,19,27.6,25.8,14.896,"27.6,25.8"
1671,"7/29/1995",7,1995,12.2,29.2,26.8,9.5648,"29.2,26.8"
1672,"7/30/1995",7,1995,0,33.1,27.6,0,"33.1,27.6"
1673,"7/31/1995",7,1995,0,36,26.6,0,"36,26.6"
1674,"8/1/1995",8,1995,0,34.9,28.8,0,"34.9,28.8"
1675,"8/2/1995",8,1995,0,37.2,29,0,"37.2,29"
1676,"8/3/1995",8,1995,0,37.5,28.6,0,"37.5,28.6"
1677,"8/4/1995",8,1995,0,37.8,28.2,0,"37.8,28.2"
1678,"8/5/1995",8,1995,0,37.3,27.3,0,"37.3,27.3"
1679,"8/6/1995",8,1995,5.4,36.3,27.6,4.2336,"36.3,27.6"
1680,"8/7/1995",8,1995,6.6,36.7,26.8,5.1744,"36.7,26.8"
1681,"8/8/1995",8,1995,34,38.5,26.3,26.656,"38.5,26.3"
1682,"8/9/1995",8,1995,19.4,33.5,26,15.2096,"33.5,26"
1683,"8/10/1995",8,1995,0,33,27.5,0,"33,27.5"
1684,"8/11/1995",8,1995,2.2,37.8,27.9,1.7248,"37.8,27.9"
1685,"8/12/1995",8,1995,0,38,29.1,0,"38,29.1"
1686,"8/13/1995",8,1995,0,37.3,28.1,0,"37.3,28.1"
1687,"8/14/1995",8,1995,0,37.7,28.5,0,"37.7,28.5"
1688,"8/15/1995",8,1995,2.5,38.2,28.8,1.96,"38.2,28.8"
1689,"8/16/1995",8,1995,0,38,28.6,0,"38,28.6"
1690,"8/17/1995",8,1995,0,36.1,28.3,0,"36.1,28.3"
1691,"8/18/1995",8,1995,9,36.8,26.3,7.056,"36.8,26.3"
1692,"8/19/1995",8,1995,9.4,-99,-99,7.3696,"-99,-99"
1693,"8/20/1995",8,1995,3,-99,-99,2.352,"-99,-99"
1694,"8/21/1995",8,1995,1.5,38.3,28.6,1.176,"38.3,28.6"
1695,"8/22/1995",8,1995,0,37.6,28.3,0,"37.6,28.3"
1696,"8/23/1995",8,1995,13.1,37.6,27.5,10.2704,"37.6,27.5"
1697,"8/24/1995",8,1995,5.8,38.3,28.8,4.5472,"38.3,28.8"
1698,"8/25/1995",8,1995,0,37.8,27.6,0,"37.8,27.6"
1699,"8/26/1995",8,1995,0.8,36.8,28.6,0.6272,"36.8,28.6"
1700,"8/27/1995",8,1995,0.2,34.2,28.8,0.1568,"34.2,28.8"
1701,"8/28/1995",8,1995,2.6,35,27.7,2.0384,"35,27.7"
1702,"8/29/1995",8,1995,5,34.7,27.5,3.92,"34.7,27.5"
1703,"8/30/1995",8,1995,0,29.9,27.8,0,"29.9,27.8"
1704,"8/31/1995",8,1995,0,34.5,27.8,0,"34.5,27.8"
1705,"9/1/1995",9,1995,35.4,38.1,26.2,37.524,"38.1,26.2"
1706,"9/2/1995",9,1995,19.4,32.2,27.6,20.564,"32.2,27.6"
1707,"9/3/1995",9,1995,7.8,35.9,27.7,8.268,"35.9,27.7"
1708,"9/4/1995",9,1995,2.1,35.1,27.7,2.226,"35.1,27.7"
1709,"9/5/1995",9,1995,0,36.4,29,0,"36.4,29"
1710,"9/6/1995",9,1995,0,37.1,26.6,0,"37.1,26.6"
1711,"9/7/1995",9,1995,31.4,38.6,29.9,33.284,"38.6,29.9"
1712,"9/8/1995",9,1995,2.9,38.7,28.1,3.074,"38.7,28.1"
1713,"9/9/1995",9,1995,0,37,27.1,0,"37,27.1"
1714,"9/10/1995",9,1995,1.3,37.5,27.8,1.378,"37.5,27.8"
1715,"9/11/1995",9,1995,9.1,37.9,28,9.646,"37.9,28"
1716,"9/12/1995",9,1995,37.4,-99,27.1,39.644,"-99,27.1"
1717,"9/13/1995",9,1995,4.2,29.5,27.1,4.452,"29.5,27.1"
1718,"9/14/1995",9,1995,28.5,29.6,27.4,30.21,"29.6,27.4"
1719,"9/15/1995",9,1995,7,30.1,27.6,7.42,"30.1,27.6"
1720,"9/16/1995",9,1995,5.5,34.3,26.8,5.83,"34.3,26.8"
1721,"9/17/1995",9,1995,22.4,35.9,28,23.744,"35.9,28"
1722,"9/18/1995",9,1995,11,31.4,25.7,11.66,"31.4,25.7"
1723,"9/19/1995",9,1995,9.2,32.2,27.1,9.752,"32.2,27.1"
1724,"9/20/1995",9,1995,0.4,35.4,28.1,0.424,"35.4,28.1"
1725,"9/21/1995",9,1995,0,37,28.4,0,"37,28.4"
1726,"9/22/1995",9,1995,0,38.2,29.5,0,"38.2,29.5"
1727,"9/23/1995",9,1995,0,38,29,0,"38,29"
1728,"9/24/1995",9,1995,0,37.4,28.1,0,"37.4,28.1"
1729,"9/25/1995",9,1995,5,36.1,25.8,5.3,"36.1,25.8"
1730,"9/26/1995",9,1995,7.5,30.3,26.2,7.95,"30.3,26.2"
1731,"9/27/1995",9,1995,0,32,25.6,0,"32,25.6"
1732,"9/28/1995",9,1995,23,-99,-99,24.38,"-99,-99"
1733,"9/29/1995",9,1995,7.8,36.3,27.2,8.268,"36.3,27.2"
1734,"9/30/1995",9,1995,26,32.8,27.5,27.56,"32.8,27.5"
1735,"10/1/1995",10,1995,3.8,30.8,27.4,4.028,"30.8,27.4"
1736,"10/2/1995",10,1995,3,33.1,28,3.18,"33.1,28"
1737,"10/3/1995",10,1995,19.4,33.7,27.9,20.564,"33.7,27.9"
1738,"10/4/1995",10,1995,0.5,34.6,26.8,0.53,"34.6,26.8"
1739,"10/5/1995",10,1995,1.5,35.8,26.4,1.59,"35.8,26.4"
1740,"10/6/1995",10,1995,2.4,31.8,25.7,2.544,"31.8,25.7"
1741,"10/7/1995",10,1995,45,28.4,25.1,47.7,"28.4,25.1"
1742,"10/8/1995",10,1995,36.6,28.6,24.6,38.796,"28.6,24.6"
1743,"10/9/1995",10,1995,11.2,30.6,27.1,11.872,"30.6,27.1"
1744,"10/10/1995",10,1995,2.5,31,28.4,2.65,"31,28.4"
1745,"10/11/1995",10,1995,0,31.3,29.6,0,"31.3,29.6"
1746,"10/12/1995",10,1995,12,33.1,30.9,12.72,"33.1,30.9"
1747,"10/13/1995",10,1995,0,35.8,31.2,0,"35.8,31.2"
1748,"10/14/1995",10,1995,0,31.7,30.1,0,"31.7,30.1"
1749,"10/15/1995",10,1995,5.4,31.3,29.4,5.724,"31.3,29.4"
1750,"10/16/1995",10,1995,0.5,31.8,31.6,0.53,"31.8,31.6"
1751,"10/17/1995",10,1995,4.6,31.3,29.7,4.876,"31.3,29.7"
1752,"10/18/1995",10,1995,0.3,30.35,27,0.318,"30.35,27"
1753,"10/19/1995",10,1995,0.3,-99,-99,0.318,"-99,-99"
1754,"10/20/1995",10,1995,0,-99,-99,0,"-99,-99"
1755,"10/21/1995",10,1995,1.6,-99,-99,1.696,"-99,-99"
1756,"10/22/1995",10,1995,1,32.7,31.9,1.06,"32.7,31.9"
1757,"10/23/1995",10,1995,43.1,33,26.9,45.686,"33,26.9"
1758,"10/24/1995",10,1995,76.2,29.3,25.1,80.772,"29.3,25.1"
1759,"10/25/1995",10,1995,42,27.9,26.9,44.52,"27.9,26.9"
1760,"10/26/1995",10,1995,0.1,31.7,26.6,0.106,"31.7,26.6"
1761,"10/27/1995",10,1995,8.5,33.9,28.4,9.01,"33.9,28.4"
1762,"10/28/1995",10,1995,1.5,34.3,27.6,1.59,"34.3,27.6"
1763,"10/29/1995",10,1995,86.2,33.9,26.3,91.372,"33.9,26.3"
1764,"10/30/1995",10,1995,0,26.6,25.1,0,"26.6,25.1"
1765,"10/31/1995",10,1995,0,34.5,27.2,0,"34.5,27.2"
1766,"11/1/1995",11,1995,10.68,32,26,11.3208,"32,26"
1767,"11/2/1995",11,1995,43.52,28.9,26.6,46.1312,"28.9,26.6"
1768,"11/3/1995",11,1995,79.38,29.3,24.9,84.1428,"29.3,24.9"
1769,"11/4/1995",11,1995,10.31,31.7,26.5,10.9286,"31.7,26.5"
1770,"11/5/1995",11,1995,24.32,35.5,26.3,25.7792,"35.5,26.3"
1771,"11/6/1995",11,1995,20.1,35.6,28.1,21.306,"35.6,28.1"
1772,"11/7/1995",11,1995,10.19,35.7,27.5,10.8014,"35.7,27.5"
1773,"11/8/1995",11,1995,35.36,34.3,27.1,37.4816,"34.3,27.1"
1774,"11/9/1995",11,1995,33.58,33.6,26.7,35.5948,"33.6,26.7"
1775,"11/10/1995",11,1995,22.16,33.6,26.1,23.4896,"33.6,26.1"
1776,"11/11/1995",11,1995,14.98,33.9,27.2,15.8788,"33.9,27.2"
1777,"11/12/1995",11,1995,57.14,32.5,25.6,60.5684,"32.5,25.6"
1778,"11/13/1995",11,1995,143.29,33.1,25.9,151.8874,"33.1,25.9"
1779,"11/14/1995",11,1995,17.19,34.6,27.6,18.2214,"34.6,27.6"
1780,"11/15/1995",11,1995,14.5,33.2,27.1,15.37,"33.2,27.1"
1781,"11/16/1995",11,1995,4.35,35.6,27.1,4.611,"35.6,27.1"
1782,"11/17/1995",11,1995,19.53,34.8,27.1,20.7018,"34.8,27.1"
1783,"11/18/1995",11,1995,50.5,32.1,26.1,53.53,"32.1,26.1"
1784,"11/19/1995",11,1995,19.35,32.9,25.1,20.511,"32.9,25.1"
1785,"11/20/1995",11,1995,20.78,33.3,25.4,22.0268,"33.3,25.4"
1786,"11/21/1995",11,1995,10.08,29.3,26.1,10.6848,"29.3,26.1"
1787,"11/22/1995",11,1995,11.92,30.6,26,12.6352,"30.6,26"
1788,"11/23/1995",11,1995,5.96,30.7,26,6.3176,"30.7,26"
1789,"11/24/1995",11,1995,28.52,31.3,25.4,30.2312,"31.3,25.4"
1790,"11/25/1995",11,1995,16.52,28.3,23.7,17.5112,"28.3,23.7"
1791,"11/26/1995",11,1995,1.85,26.1,23.4,1.961,"26.1,23.4"
1792,"11/27/1995",11,1995,3.66,31.3,25.4,3.8796,"31.3,25.4"
1793,"11/28/1995",11,1995,9.94,31.6,26.6,10.5364,"31.6,26.6"
1794,"11/29/1995",11,1995,37.52,31.9,24.8,39.7712,"31.9,24.8"
1795,"11/30/1995",11,1995,7.11,32,25.1,7.5366,"32,25.1"
1796,"12/1/1995",12,1995,19.94,29.9,25.1,26.38062,"29.9,25.1"
1797,"12/2/1995",12,1995,25.96,25.9,23.4,34.34508,"25.9,23.4"
1798,"12/3/1995",12,1995,12.86,26.4,23.4,17.01378,"26.4,23.4"
1799,"12/4/1995",12,1995,6.9,27.8,23.4,9.1287,"27.8,23.4"
1800,"12/5/1995",12,1995,41.79,26.7,22.9,55.28817,"26.7,22.9"
1801,"12/6/1995",12,1995,86.19,26.2,22.9,114.02937,"26.2,22.9"
1802,"12/7/1995",12,1995,54.29,24.8,22.7,71.82567,"24.8,22.7"
1803,"12/8/1995",12,1995,46.26,24.2,21.8,61.20198,"24.2,21.8"
1804,"12/9/1995",12,1995,15.08,25,21.4,19.95084,"25,21.4"
1805,"12/10/1995",12,1995,12.26,25.9,22,16.21998,"25.9,22"
1806,"12/11/1995",12,1995,56.77,27.2,23.1,75.10671,"27.2,23.1"
1807,"12/12/1995",12,1995,16.07,27.1,23.9,21.26061,"27.1,23.9"
1808,"12/13/1995",12,1995,98.58,26.8,23.3,130.42134,"26.8,23.3"
1809,"12/14/1995",12,1995,61.31,27.9,24.4,81.11313,"27.9,24.4"
1810,"12/15/1995",12,1995,17.51,30.5,24.2,23.16573,"30.5,24.2"
1811,"12/16/1995",12,1995,105.01,30.9,24.7,138.92823,"30.9,24.7"
1812,"12/17/1995",12,1995,16.3,30,25.6,21.5649,"30,25.6"
1813,"12/18/1995",12,1995,9.09,31.2,25.9,12.02607,"31.2,25.9"
1814,"12/19/1995",12,1995,6.33,31.7,24.4,8.37459,"31.7,24.4"
1815,"12/20/1995",12,1995,8.4,30.7,24.4,11.1132,"30.7,24.4"
1816,"12/21/1995",12,1995,7.32,31.7,23.4,9.68436,"31.7,23.4"
1817,"12/22/1995",12,1995,59.25,32.5,24,78.38775,"32.5,24"
1818,"12/23/1995",12,1995,123.81,26.8,24.2,163.80063,"26.8,24.2"
1819,"12/24/1995",12,1995,86.53,27.9,24.4,114.47919,"27.9,24.4"
1820,"12/25/1995",12,1995,75.74,27.1,24,100.20402,"27.1,24"
1821,"12/26/1995",12,1995,24.81,25.5,22.7,32.82363,"25.5,22.7"
1822,"12/27/1995",12,1995,19.57,24.1,22.1,25.89111,"24.1,22.1"
1823,"12/28/1995",12,1995,4.87,26,22.2,6.44301,"26,22.2"
1824,"12/29/1995",12,1995,4.69,25.4,21.7,6.20487,"25.4,21.7"
1825,"12/30/1995",12,1995,11.32,24.8,21.2,14.97636,"24.8,21.2"
1826,"12/31/1995",12,1995,11.02,26.5,19.8,14.57946,"26.5,19.8"
1827,"1/1/1996",1,1996,0,26.5,19.8,0,"26.5,19.8"
1828,"1/2/1996",1,1996,0,26.9,20.9,0,"26.9,20.9"
1829,"1/3/1996",1,1996,0,29.1,20,0,"29.1,20"
1830,"1/4/1996",1,1996,0,30.4,22.3,0,"30.4,22.3"
1831,"1/5/1996",1,1996,0,-99,-99,0,"-99,-99"
1832,"1/6/1996",1,1996,0,30.2,19.3,0,"30.2,19.3"
1833,"1/7/1996",1,1996,0,29.7,17.9,0,"29.7,17.9"
1834,"1/8/1996",1,1996,5.4,29.2,21.1,7.1442,"29.2,21.1"
1835,"1/9/1996",1,1996,1.7,27.9,22,2.2491,"27.9,22"
1836,"1/10/1996",1,1996,0,27.3,21.8,0,"27.3,21.8"
1837,"1/11/1996",1,1996,0,29.7,22.5,0,"29.7,22.5"
1838,"1/12/1996",1,1996,0,30.6,21.7,0,"30.6,21.7"
1839,"1/13/1996",1,1996,0,30.1,21.8,0,"30.1,21.8"
1840,"1/14/1996",1,1996,0,31.9,20.4,0,"31.9,20.4"
1841,"1/15/1996",1,1996,0.9,31.7,22.4,1.1907,"31.7,22.4"
1842,"1/16/1996",1,1996,7.5,32.4,24.2,9.9225,"32.4,24.2"
1843,"1/17/1996",1,1996,0.1,29.5,23.5,0.1323,"29.5,23.5"
1844,"1/18/1996",1,1996,0,31.9,23.7,0,"31.9,23.7"
1845,"1/19/1996",1,1996,0,33.7,21.7,0,"33.7,21.7"
1846,"1/20/1996",1,1996,0,33.3,23.3,0,"33.3,23.3"
1847,"1/21/1996",1,1996,0,29.8,24.4,0,"29.8,24.4"
1848,"1/22/1996",1,1996,0,31,25.1,0,"31,25.1"
1849,"1/23/1996",1,1996,1.8,34.2,24.4,2.3814,"34.2,24.4"
1850,"1/24/1996",1,1996,0.2,33.9,25.2,0.2646,"33.9,25.2"
1851,"1/25/1996",1,1996,0,34.2,24.7,0,"34.2,24.7"
1852,"1/26/1996",1,1996,6.3,30.3,25.5,8.3349,"30.3,25.5"
1853,"1/27/1996",1,1996,0.8,-99,-99,1.0584,"-99,-99"
1854,"1/28/1996",1,1996,8.7,30.5,24.7,11.5101,"30.5,24.7"
1855,"1/29/1996",1,1996,1.5,28.4,25.7,1.9845,"28.4,25.7"
1856,"1/30/1996",1,1996,0,30.7,25.7,0,"30.7,25.7"
1857,"1/31/1996",1,1996,0,32.9,24.8,0,"32.9,24.8"
1858,"2/1/1996",2,1996,0,33.2,22.4,0,"33.2,22.4"
1859,"2/2/1996",2,1996,22.8,29.8,23.7,30.1644,"29.8,23.7"
1860,"2/3/1996",2,1996,0.3,25.2,20.7,0.3969,"25.2,20.7"
1861,"2/4/1996",2,1996,0.2,25.3,20.9,0.2646,"25.3,20.9"
1862,"2/5/1996",2,1996,0.5,28.7,20.2,0.6615,"28.7,20.2"
1863,"2/6/1996",2,1996,0.3,29,21.9,0.3969,"29,21.9"
1864,"2/7/1996",2,1996,0,28.2,22.2,0,"28.2,22.2"
1865,"2/8/1996",2,1996,0,-99,-99,0,"-99,-99"
1866,"2/9/1996",2,1996,4.8,-99,-99,6.3504,"-99,-99"
1867,"2/10/1996",2,1996,0.2,27.5,22.1,0.2646,"27.5,22.1"
1868,"2/11/1996",2,1996,0,26.4,21.5,0,"26.4,21.5"
1869,"2/12/1996",2,1996,0,30.9,20.9,0,"30.9,20.9"
1870,"2/13/1996",2,1996,0,35.8,22.2,0,"35.8,22.2"
1871,"2/14/1996",2,1996,0,35,23.9,0,"35,23.9"
1872,"2/15/1996",2,1996,0,32.9,26.9,0,"32.9,26.9"
